cohort,condition_id,trades,sum_edge
S/A/B,0x2379a07d1dc779edb1bdc7e520fa2b3d9fd204d2aea8cb792fc28b1d057420d3,1,0.150158
no grade,0x347586402adfe1103bfecd1d61185b2aed1d48a2649d408292a9c84587ea7788,1,-0.430000
no grade,0xeb5de035d17e3b7463d5409da86321c986868d08110178cc68dc0c47ac178979,7,-3.960000
S/A/B,0xd556526a0bed51555cfd55c0e80f8ed9f2e2ea5986714a4a892bd70155cb031a,1,-0.590000
D/F,0x63094407f001b541f18e434892b1068714e2e98d114b19721be2a6e732676b36,2,-0.890000
S/A/B,0x9b43e1b923451435407af0b9455891ca655548ce9e3e8810e98c082c4ce78793,13,-1.091680
S/A/B,0x5ef180cef8b391ce4b0d59e25682f4e957b197fcfd5e41ce3de91bd5596bf003,1,0.530000
S/A/B,0xbc97997c9d444f7acd2d8a41e4507d0dd15d88bf8a3ed00aa674c7bfee11a501,3,-1.829622
no grade,0xcb316ba3df8b00a180006d2c74f91e4dd013b28fee827e83c65c7b9f2ce97334,2,-1.200000
no grade,0xcb963c0c5899236e4aeae7e8472808eb75cfba14385ada70bf5f92884d9afd86,1,0.158959
C,0xb6d330064cfe6cd9b21659d0260dc233b4b31df2dfdcb9683f018efd0695bb94,1,0.090000
no grade,0xae6782aee0e1691ae063b59de9255161304a4d979451d941562fda1044a83d92,1,-0.152313
S/A/B,0x0189598fba00c5f2a585dbb926269bdcd719d463ef4d4657cf35edb7afe9d0e8,1,0.108697
no grade,0x0f9f943d3adf7f277b0211bc5203bd5046c4a97c267c13aabf9f01e01c2e03a4,1,0.060000
D/F,0x13063378354efc19bd137751a04fb78e0a7b21dbc1636dcb028d52838f08ae11,1,0.472667
no grade,0xbf19d17cc89d133123d96662c8fb9c2e08a380a32e806233bb8e0ccaaf7a2fdd,1,0.120000
no grade,0xc1c1bb0334acd18af62948cd2cf65a266bed45e6ffec80916e8aea6c70365624,1,0.330000
no grade,0x441bd77451b0f760485a076bd0db977ae3da791c13919ef7fb091abdcba6672a,1,-0.600000
no grade,0x247f0f918f1b970901e154c5611d0c58924dbef8254caedc15e262778ffa7b81,1,0.200000
D/F,0x2b392288c099346c2e1e9518573bda23a6676019eb95607e2951c00a04d7a791,1,-0.470000
no grade,0x1ef97e30471ce1d56f41420f0c2ab91d1aab3d40a4bc03e6a6984f8eafb76c68,1,-0.440000
no grade,0xc47def8dcf6d67008bcc17893a428b9c34ea2cf8e9df6dc391d9e40a7ca6a13f,3,0.378199
S/A/B,0x0dbfd71f507979ef4c5bd68ec09a718c60c75f4ca59c8103fab17653ff0e84a5,2,-1.790000
no grade,0x1f97ad7bc4d681b189ae628dea151c06a165a5159c8a8db8c76ab54e5eb3411e,1,0.562184
no grade,0xbc1667fa9ac8d56f6324454b09a4ab5ddf139ee6a926a683ee14f3ab6b3921cb,3,0.110000
D/F,0xaf1fb04bebca27d6cdd46305c039a4e0bb09dd7ff53255dd6a1716bd2b93cace,2,0.065090
D/F,0x8f76cc100a6c2403bcf7033e77a0700222a19ed13461fae7a696f2c6f10f9709,1,-0.470000
D/F,0xd7b1dea09fca31731a0f38290f1308599d25060afdd2bac18c3c583c4d7cd876,1,-0.590000
S/A/B,0x4810bffe0cc27d6f85ca2f5e6e0ba491564efb91b5ad31f77cad23d937555b0e,2,0.810000
C,0xec0dcfc8939a1c55f5a20b5fd7deb914d006f1da8b9d0e17bb306832b3637362,8,-4.022907
S/A/B,0x2d8a314dfb6fe0e93b7693933a08f0ab27afe2779f88abf7bbea5a46df9eb3d3,2,-1.299984
no grade,0xe5c7629fd5cb15f1281010d05698eb22578c28a6748aaaa33fb45531fad185fc,4,1.222040
no grade,0x114792a4173044b81a8235bcdf6b8483c5e4c5efbebd98f687f9863340b300ce,1,-0.860000
C,0x53f343f8e71f66fc8ad6fc6896cad7aec0b6a9859d317055c30232da89a7e80b,1,-0.510000
no grade,0x6b16230263b666a7ba154cdca621f1ce3448b2f784e2b3d371670196e555a0b5,3,1.560000
S/A/B,0xad4b85c901a42bbadc399ae65af75d86b6bffab92c5875267df646b481788a45,1,0.330000
no grade,0xa05e65c9f1ec3e3cdf6daee18535cf58ebf658188099dbff6edad06b05ba0bae,13,5.542229
no grade,0x15d23f19a29782bd79a767a3b9a84c0b42262202d66e9f92b4143924522acd1a,13,-2.741678
S/A/B,0x0c4334e84edeff507fe1907f7c206a883027983f74b81469fd48d8a7746cec97,6,-3.204927
no grade,0xaf3ad1ff6b88d3193191b34f2ec5bd31bcd8ba54b50f2ea8757c6c68485058eb,3,0.520340
no grade,0x97d9f218729a5ba70b6ce1759dd5ad5d963b7ad0b5a3f1664756b6a9778abd79,1,0.100000
no grade,0xf4f2d2a5aa3a3feb207003232694f19e00aee8a4233c418a0feb6ad9dace3be9,2,-1.030000
no grade,0x96415c944b8ff9333812b0b8f8a7f23b766cbc72eb6106f815d167d977426041,3,0.652406
no grade,0xd00c61dec0019fac6a664cf479446f7fa7c4b2fc2aedcef9d4943f1fff5bb2de,1,-0.430000
D/F,0xb6de0c43f214510ff0ecb581354805e1f337eaefc06ee5d220ebc06e16dea0b6,5,0.872514
D/F,0x92777779b1ed60e0e1d2b5f834a710788856e2960391ddc123aba4d84b4a0c5f,3,1.630394
S/A/B,0x50685550af7811a976fb226e76068bb8601ef8bd27c51bc32bd3d8ea8301b34a,1,-0.420000
D/F,0xaf41231c2b4ed8c8f29266c623d050cb2e1e53e4441e6ae39976d791cfe8ff50,1,-0.510000
S/A/B,0x398a318bfb9e358e08fa33e468da67f08c4f6649eaf401254a04e0b316764986,4,-1.190000
no grade,0x1f1e97dd4a589f025abf73aba7e2fc56b22e84f3743a27a9e940b28f7e773409,1,0.560000
no grade,0xb25459d0d24fbb8624538fda451f4977dc20d927409f80665d922c229eeb6b4b,1,0.449065
no grade,0xe5b1fb26144432b91beff09ee9e2e3ca38b18adfcd17c90cac8ef577f0b37d09,1,-0.487735
S/A/B,0xfe5d9211d4071c6cd1b2ad90e5630ace952f0ecf137036944de06d9a84dbda78,1,0.350000
no grade,0x39e33a606a185cb055927a779e0279fbfcd22dd65071ad5c68e0392b247818f2,2,1.000000
D/F,0x8f4e663e712165d57c05d4d6a01638004855836f4b278add3aa753a288531eff,1,-0.590000
S/A/B,0x1258bbd5bd3f3bbed85e57dc4c810fa3400f14b5c89cdb0048edf506578d07ad,1,0.490000
D/F,0x982941d6030e30ed0f56043622c52d71db557f6ef2774a11a06945248e7076ab,7,1.430000
D/F,0x6305ecd7daf99884bcac6e4a27a75309fa8d9695f95b8ecb2af2cc444f5cc78d,1,0.130000
D/F,0x5c10a63b1d6489baef1d591f6b0b89b4a2385f84feadca4d186928b6e01c6840,2,1.060000
C,0x5d4c5252dfbf6202ec5e71f521052c4a23aa8d07bfe5c09a5ef7126907e185df,2,0.000000
no grade,0x5c3643dd010cde7c12b01012f62cc35ff10969e43ae85032158690a22b22550e,1,-0.660000
C,0x20648354392bfbc60f7bb662d395947658d4aee1b7b920b4a7a324132f900c25,3,-1.800000
D/F,0x5a24fa38c7db4731a8e4b8b08e60864eb4496e15d9c1cbc2fb7575112ce79648,1,-0.530000
S/A/B,0x5553a66abfabce6dbc73c1219fd0877b1ecc24b714bdde949bea15e49634aee4,1,0.210000
S/A/B,0x2da99f0914272db50a1f7945b122ff246ace52ee9899582a358be5453494a57e,1,0.280000
S/A/B,0x979f70e893b2a145f8867f3f111e9fc37387ee199a811bcf6d07406e01d9efcc,3,-1.690000
S/A/B,0x0ec121d774f023f80b324ead4ea9e24dc52ec3e8a2134dcd0dfa48ec2d9528fa,3,1.350000
no grade,0x26c10c27cde58e2d6214d65ab562d8142d34723b3b6ec3f40836d24f6d22dfc9,24,-4.230328
D/F,0x3c7e3dbcd4b22e3f2397baaded7c3c791831ead7e024fca56c1cc44df8126170,1,0.050000
S/A/B,0xc6c1cd7e0c9102475b1dd4ff643f6442a2064ad371bf04a7fc86abc2f5a311cf,2,0.000000
C,0x0ad867208540846e9cc09dc722daff9dfba753afc985e145c81edbb82fb500e5,1,0.090000
D/F,0xaa4c727f05a93decaa04f7ddf9086d3dd895827745bec532d8752ca38883dde4,1,-0.770000
D/F,0xd9b5a30a79a735b6e832c3c896186ad0c0a87c9a6faed63e3de2326e3c030ef9,1,-0.670000
D/F,0x7459ceb3931cb0b88cfc3bdeb0f2d11a0fb82b879b1c701a5ef195cb628eec56,2,-0.870742
S/A/B,0x15f2427d815e9f7a69984bb46d511d72c82f16bdf5461a190e32eafeb3250a03,1,-0.462241
no grade,0x6c7e12393a3bc0c30e00e14d25977757e399eaf1f9c6f75a5d28bec999388806,5,0.300000
no grade,0xbbc90089e94b438a9f29b71e92c2dce1735ab0dec29b8e60a912b5ff2f928076,1,-0.479072
D/F,0x8757f3aba51f94aeed8cc29c2da537579b69ca58b0185de702aee951fe096462,1,0.300000
D/F,0x0c9ea0b1503b95b499975674aefdbd6c235f68885f2a812e97ca96016b207e43,11,-1.016551
S/A/B,0x9424c36690bd0734f32d4435bedfc7766cf5c7059dc697e2ec80598e825c050e,2,0.070315
no grade,0x40f6e0361467306204c568012c36a03b62f68a7a533b6253891d0776696f658e,1,0.164646
S/A/B,0x8ca72e2d3483fee456addf296c0a1d459273209d008556d865a5e9d868ca025f,1,0.500000
S/A/B,0x42ea9a1be998877b51d92890d6b1838ebe092de1c8389edb232529b78ba367fc,1,-0.550000
D/F,0xbea78bbdf4d995be3e7c7324d43e7af0863aff1a5a14aa626b6963497167ccf1,1,0.410023
S/A/B,0xb644637eab3b99ef2a2666f63ac8eaf8f4322510e5dccda142dbfdf21f990d20,1,0.340000
D/F,0x0e25748d03bc218fbb9ce0d6132a77db00c23e3fe82257ddb4b9f3a09d1a2215,1,0.050000
S/A/B,0x778330b60ade0c44ec17935334aa3414fb44d51b1362a88b4daad4c9d27ee0ba,1,0.550000
D/F,0x58fb28277f01ff73ccf08a758225ed51a00267d06e6369701cfbb931f527bf92,5,-1.030000
S/A/B,0x6085c9bf79162aeb417e9d0443d85575e5278c1eeb66102e6a4074ed68a9933f,1,0.300000
D/F,0x51eb5c0499991ea63c6b905ebee25d9fc0f529dd9ae292df353f67598348a5fb,1,0.590000
no grade,0x2c646e317f75b9f90cbab2c38f1312549366f56a367496bc76ce5f5186059b5c,2,-0.948168
S/A/B,0x75925ee36022684960b17d5d8842a0d88ab1f9125f975f9590f34496fbd066d5,1,0.420000
S/A/B,0xa1a7b09b8ad3b1536df625b609fd6eb3d93a9f1d51e8a646137e82b83567a412,1,0.510000
S/A/B,0x817a9439681669ab83961bcb7d55d96d2bf5a4f6bd32bd880d3bcf96e7216abb,1,0.200495
S/A/B,0x0eee94db602c24c426853848ef110e7d8c55824de055c881b21af397079caa9c,1,-0.570000
D/F,0x9d3448d58b4a3f44e47de1b4cc9674961c88e4481b4a2ea4482980449c950c9f,2,0.000000
no grade,0x57dcab32891f62eb4b5dc56b9e208f50a1b5bc1a8e96036a7e7e0a3839b843cc,1,0.500000
D/F,0xf95968b1334c35a5c17867680d783d1d592bb8648b014f7365d03e40e37c99fb,38,2.155385
no grade,0xd6fa2641be3f17195c4be6efecd96fdfc2e9f2bf030142fdc52894c44fa10ad2,2,-1.050000
no grade,0x794f2543ec49aaf9520566f48e9748d2a606d82f32f036ae8dab735c5a81b6d2,1,-0.230000
S/A/B,0x2bf00b32904490187b5264f74146a2a02db4fd0bb1eeec03bfec2098a25cd115,3,0.094000
S/A/B,0x137ae42a26fde276b0fced88f502e88a67da8e6acbc2ff8760b7e24d99234192,11,1.190000
no grade,0x487187034dadebc71441bd70c34351eb189c12a05c99220eb43be41b919e9261,2,-1.160000
D/F,0x19f32599479a7c9163d5b47c0baaa8e41b72c10ceed0051cd0700233e6560cc8,1,0.220000
no grade,0xb8f4e09fe32d05d3d875eaea4fcdafd795ac060754e525a923ca0f8b8f1eee96,1,0.151185
D/F,0xa6bff6a3bb5b8266463faf81923411e033c75f17045bb0299c5308545e21b21d,1,0.500000
no grade,0x0bf4f6a315f5c71410890c72a16b320170cb3bd16ae4180076ca345cc964075f,1,0.090021
C,0x54201343c74a103c69a8d5a571b962d45d09f3aae3591940769859e53a20f8d8,1,-0.870000
S/A/B,0x23667427b34ca1c7144d50540beba9e7ffb608443a84252c194bb8b40919a0cb,2,-1.413889
S/A/B,0xd815197602f6e12afff4ceefbe01a662703e35efdade3d192f714b9b263d7cac,1,0.100000
D/F,0xf18688eccdccfd8f324f4d1e766af47a92c17de28ff579a93c94202f48ab3431,1,0.490000
S/A/B,0x3c7503474952b697741797aed32cc19a12d2020a96bba156717f8cdb5253f5d8,7,1.556139
S/A/B,0x2958e5aaa8ff729d588001f798ea3b84ad0d786927e1a92bd819d8c87477a640,1,0.230166
no grade,0xc8c2d49665ab4bac36e685d801e733341b7e28cd2a17463864f218f0405c2b29,5,0.473928
D/F,0x947dd80332f70d12dfb63266366591167be2c3e769b3eac01b7961a05a2ef7f4,1,0.340000
no grade,0x14a7bf20f8a652c5b2593c96e0e77705422248cce92e3f567814f94c673cdec7,5,-1.397508
D/F,0x71d513cd8f99d2805e4ce75df19e18bebf46d4f43d45cd5dc8cf50856982ea41,1,-0.550000
S/A/B,0x81b7a9ad4edc26d658d0c9628a33e301b961948ecf0a2ab04e0856c1b881187a,1,0.080000
C,0x6bc127390c4644267ced3fbf129d19ac2eef532bda2fe21dae841b6c11ea8f59,3,-0.410000
no grade,0xc5ff53c797fe8a0d7fc1f49f4bc35d8e94e5c579441353d9e10be36d8c0d3b52,2,0.000000
S/A/B,0xb4df7f662d406f335197de33b09a24767496f0878942d636f963ca746569e4a2,1,0.440000
S/A/B,0x08f597781aae34affe783a26c3ebd70d6e7529ea5832f83cde42d03740f7bf66,8,0.898950
D/F,0x582f61a4eef869902e85f26991c9dcc20bb0ae02dda7e442e65e1b14ca76c4b6,2,0.288826
S/A/B,0xb3486280b72f21c652ca26b94d301d016c9076b4aad9238e7dad607f26a23f95,2,-1.166319
no grade,0x7a396060b49873716bc53991d660e3125110fd048fb136dd3e8ad879fdb20240,6,0.148791
D/F,0x4d7881ef301d91c1676481c1c7c2a08a3bd1c3141b3388d88fb79636c4a771ac,1,-0.580000
S/A/B,0x2be9e7095f4090576dc022bdbe2206c5327556350b953c02bb15bdc66a2c5701,1,0.270000
S/A/B,0xde0efbf9052d1467ac826c421b4b056e6bec4a251980ec7c15fd6244cecc72db,2,-0.960000
S/A/B,0x9c38d35a4448a77118c1a7dd93036791255d7cd4b152126fbdb91389626e50c1,1,0.080000
D/F,0x2f43f94eb132ff513fbd7055cc2c60034a3da2b6c16359106689715b95387fb7,1,-0.253646
no grade,0x9d013d3fc2d53c9c22d1738416312b854b72a80fcbfa5940937928578b686698,3,0.430000
no grade,0xb6f9f3fc03b9f90028ac2faa5e171c5e7fa740f2498fc810eb65b48c745c1cf4,3,1.260000
no grade,0xf340ad56f55e805581ea67008fab8e435138036d4303cc1752d8b2c5e7818109,1,0.040000
C,0xabc55c0f3ed701133905d0751d21cd49c364da8fb51609ffcf6008330c50f77d,2,0.157780
S/A/B,0x9cdf12a33bb67d1e5229cd49944e4923829925c7d733fb665176fa86f89907f6,1,0.340000
no grade,0x90dab25da3664b7a341a6114a8c310ea526d578e1286ca97987ffb5207b8c939,3,0.000000
S/A/B,0x7cf4028223c16b2e3935eeb7eee9a446b2892a91816967cf3e7a7f70d0692bf3,1,0.090000
D/F,0x527440cef5c222a008270784dcfc2068de21caa04e781cd111963488cdcabbdd,2,0.730000
S/A/B,0x4665b1a1985b3563a06dcfff80cf3dcec3c88dc6e827296b96070f505a18712b,1,-0.650623
S/A/B,0xdc28ed08b51e8a42befcfb12e50819fab3169e40844cb2b44ec9cbed2a2ecc86,1,-0.530000
no grade,0x7eff94953c3d8aa9a36e45a545e57564100ef003a90f088b3eff4a798b35eb5e,1,0.036327
S/A/B,0xd7219588f9db45384d054d07afa99a88f792dbad28803409090f0387295db609,1,0.320000
no grade,0xdac46d46ec46afe0b141bfd9f09838dbe103b3dadd18d5d79d4535d50531e5b5,2,-1.080000
S/A/B,0x1d1c2b5505c929f4ee5689f33fc45e1c2c186d6c49fe42140248e6ce95219078,1,0.540000
no grade,0xf5626801b2ba5fea353e790f4806cc9a7eeb0975129939f52683790451d5f132,1,0.490000
no grade,0x49643c6df2b6a27fac6d138679073a23976c8eb520afff09ef3288d4097bcd0b,1,0.040000
D/F,0x8ed08a43d2f45900b4a767a1a6ffb210897c76b3db2dc962283c1994ca7c0b1b,1,0.500000
D/F,0x0d728b0782ebf5ae5423491c1adc692f8bc44c8a93ec8d92272909a0da323b1c,1,0.470000
S/A/B,0x48f131da03acf07b77760b3b8dde68a193e4e8660626d5643dcaba3888fb1982,2,1.080131
S/A/B,0x3256f7e0b80c5bc5c804bb922f66aff50f311a8c3ecfb213933b0e5eeacab09e,1,0.330000
D/F,0x11602c3e49309dc1db6990df88cf31eddf034a44df2a0303ffb3188b94ce553e,1,-0.410000
C,0x89575358da49d30f52b7d372b92c0dbaaaeb6d1537be96ebbc700d66d78249e5,1,0.090000
S/A/B,0x87030cc9a017b3458800b4837d4b2b1d78121108b6d58e20995e6b021c2f853f,2,0.000000
D/F,0x3018d48e92b14b725e590905e48a67214abda133f5196a9fc3631fb765c74aec,2,0.954027
S/A/B,0x79302e4d7747370421a420bcb8f7388211f1ba81e9c09cd8b3c4811d137b6fd3,1,0.340000
S/A/B,0x5515892dec2886d6f8bf2a163a3e298f38adaeaa8ec659bb62e3a21b887a1df7,1,0.030009
no grade,0x967f19e58a103be6d8bc236152f64affcb71c4eebcfa6a0896fd68e3e9ae408c,1,-0.708311
no grade,0x1bd33786eddba4602cd32d4b8df60a9785d51272b404dd0c7f5bbbc1cd30db45,2,0.388976
no grade,0xaffbeeaef4c956c9e55932d3384eb7ad02640d6a421f3e749f208cb9047cf982,1,-0.430000
no grade,0xcd02e77a716f0f03b878cd21397eb57bb53217d9a8769931b5ad6b4d67a77056,5,2.466628
no grade,0xaf91e39e354cc319cf71f056d08f215b479516ea410be46348324cb8b369117c,1,-0.667022
D/F,0x68fbeb8d823552abf9d35f3ebdb8619a1a1d51b650da9101be62f09308fd18d2,8,0.552003
C,0x76ddb1214cec71e2c162aa9823405bd778d4d62f6e493e3f532c09da3c3bac0a,3,-0.440000
D/F,0xb84871df7b972ff2ac49e4c95895a6219523fdd0f0353a3e8baa9034f1a67b18,1,0.363615
S/A/B,0x523e7e265fae98c6968f5f00d093a14e7690863b56a84804dcddede838e4788b,5,0.290000
S/A/B,0x5a8ea92c9d01b9ab435326843c758a082685d69bff48a3a6acd9ada77b5312d6,2,1.300000
no grade,0x48eb3bf806f71fc955ff7a35e0715de05e54e8f4eaea5307b9f57c01345e3233,2,0.020000
D/F,0x0caef97f7539ecacb0a9ee8be74ddd1757628fe170fa0fe4b0d24ef15758397e,5,-1.610000
S/A/B,0xe027d19e7cb56a7bd645a443746154f8b00552d305988dfc19d1b55277a77796,2,-1.440000
no grade,0x298338ce7c8c5ac74e6f5a3797c5e893928833643dcc2ec7f7295004085dae34,1,-0.400000
D/F,0xed875ca5359ef3ef0318dcbb7000952d87ec47e2355c686af6be6e2233851e2c,3,2.064481
D/F,0xac995673b482de640623367583c05737f4a0b56af9a49136e5784f5b9637e27d,1,0.530000
D/F,0xd19970ef22583c25568432815ef1ba141835da9d05209c665e2772eb8a5a1397,2,0.380000
no grade,0x7427d6315a5562db39cd439d533fdb4a44a00abbb00fe3f6d304d1267b4b268c,5,1.089812
D/F,0x060f4b969fc1f6b09682c1e7d9ae218273fe3f197977d1db22ccea01f42d895b,6,0.088721
S/A/B,0x8c9cad06c8845cbde94190e7ab990f5111321d4c4c10deb41f2b6d9f35210f6d,1,0.360000
S/A/B,0x28f26198c908f5f2cd2abdfd2e42afa09251afdcf49af9b38aedb09b035c0a68,7,1.120000
S/A/B,0xa1bbaa496df553167936bc8f25e9b86476a123c1a2e5a69fc52baa5ac49c314e,2,1.030456
no grade,0x1a109ce53202de6f53a7f902bc8271c762f9dd7fc8c52cbb97e7804c8c9309ad,1,0.460888
no grade,0x31bf9d5f787df8ecee225d59d85c728623695748ed49612da63f58e559b2af13,1,0.560000
no grade,0x8cf9e4310640adb5fc2e6d89042314d054639ad00e9d2b680195c8b753d744bd,1,0.570000
no grade,0x807ebc3dd97050519028c8dc75c59a1dcadf2e66e9cb8620723790c256170108,1,-0.430000
S/A/B,0xb559bb0e246dd6d0d5ba641d37499a69e1d51324076485e6aeb82f8b5f87227d,8,1.978124
S/A/B,0x0228b93fb01788db845e5868100a3ebd773aeb33f0f65e0926f9e15cc015ac96,1,0.540000
S/A/B,0xd0c7f55c65db2228dd2ae663f130686f452f507fb0d74bc7452a0fce1cd46100,2,0.140000
C,0x321d3afb156d373bfe817fae985e178d89bee1c15ab40965fad373e1d7fa3134,1,0.317858
no grade,0x65a0d0187dfa4a0585ae902f21fafacaa7c489719cd95e9a9340b7b420f5f94a,1,0.100010
D/F,0x18285409e22ffcc5701cd986d36ef82648cb86465a56797747489057e0d35ee4,3,-0.520000
S/A/B,0x378f7b5c668014d9f6c42c305ec83902f3c8f6c770b336363aed0076ce6ce1c9,58,8.545421
C,0x8549254b70d23ec8312e9379f3ecff6e127c8f78a451d363d8da163a6453e8d4,1,-0.159453
D/F,0x6a787fb7957d31f0a4dea08961ac59b5e2e244b203bd42a07d069d4bdb79a048,1,0.480000
C,0x9894c9c5f54c69c81a8592931e4eaa7154191b4766b9175aa5cdae7d7b1601c4,1,0.310000
D/F,0xdb6834c952cb97dfccf48e719f11c914632b9762b2eae199788b53e69af62ff2,2,0.460000
D/F,0xad5d7e2b118b04befba1350c9ce8b1b5ac6e17683d7a631c2cb97c4ff158b5b0,1,0.180000
S/A/B,0xf8376f4a1db028621f2d891ddcc77e8de0b397c17e67406549586f16ae5a065d,1,0.033152
S/A/B,0xb9964455da327a8f654dc23cd82dbc8d9985a8a5c57cf81b9b942ba760fd8106,4,0.090000
C,0x962c33d297cb9720835b5e5579a3d9f8bb0e0c97429d59ee01c70bc073c18d7f,1,0.290000
D/F,0xb928ca4fb7dcfb3642dfc94363674b68ec5442a4fd378c4f70de13adc61a0c7d,1,-0.490000
no grade,0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,13,-2.130000
S/A/B,0x49a27c995d59d4e08c7098095356b56a28cd54b7d4a8d54886c7ba7ba0926aaf,1,0.045008
D/F,0xbc77e3421dd0a6828847da7c151b2cffe6047b11488c3ea1171c4f4f0a41c68a,1,-0.550000
C,0xb8ae632ab212044f4daa4754d655d24036c8800450bde7caff355aae7d56ed09,2,-0.800000
C,0xbe68c46611e18d6598e3882388af9567901b78ca3937edcecd3facc0d698c370,1,-0.570000
S/A/B,0x6bf0cbc0938ea215ef8660f2aa37475ae8b82950edc5527185864a8d60b236fc,1,0.057559
no grade,0xa7c6b77dd26e4b36d90ea32e4340e408ff81ba6b9ed7f6d73f399ba577b6d24a,1,0.320000
S/A/B,0xc86a384afc368a2e81c1c84885c4fe5d51a625d3d32e5ccbf0fea6d91ac4fd5c,5,-0.540000
no grade,0xe8616ad87788776aea916857de3e4818b1bbe0330bebdb46e39d9537a8e74781,1,0.034182
no grade,0xad0cafdf210f5da081cb16aa13cb09e12aa859ae05ec347f2fff3b314b3d49b8,2,0.000000
D/F,0x4f3e92af45ebcb5837aa855b19b21ef5f97aa9e5371a4691f8a29b618c494bb5,1,-0.550000
no grade,0xa61829cdbca398043eb59cb5db4b1c234ecde18c5920eacbdbe059b9c7afc325,2,-0.730000
no grade,0xd91a81f04d7890dace8be5d0ba9a09a801ba215e4a26681264955b0c429ba6ee,7,1.470000
no grade,0xe3a50b1b4ab387565da3bcaeda1f07ac1a2ee61f474c9a677b2ebfc6c2da49b4,1,-0.520000
no grade,0x9b736904d12c616d85337033615377c0a182e7a4691fbb6d01cbc7b71932e7da,1,-0.740000
no grade,0x33c491023cecc6a42a70608427c2be37dfbe789ae1b08d8791f2450a3f9696f2,3,0.170380
no grade,0x4d88ac8c3c7e256b694f67edec52b095f03e2669da45a9ae6991a15dcfc74b05,2,0.200000
D/F,0xf30101de85c17f00af6d9ebba44caa460b4d975999f3e79f4227f581b4887297,1,-0.570000
no grade,0xd0ef28f31dd1dbcee925fca7b5d663240a352c632210247a853ebe61dcc75381,10,0.810000
S/A/B,0x76122c9df959b89ecf14348cc719cb0b97ca9f382fc6e712baa7853e47294f17,3,0.315674
C,0xb5c0abeecb5502e6e8d83155c27819174d8317af3c425c3afc5a8c45257a3793,1,0.080000
S/A/B,0xd764de5a4445fc05ed3aba7a443f5b52a247000d11ab00ba18599637754eb6fd,1,0.200990
S/A/B,0xbbf7941b9d8a282999b1e21e48998e9993ce071e5e4656ffe21235ed7022b454,1,-0.460000
no grade,0x187729a906bc12373844993adab5ceb478dca0f57725cf0399bbd1580b7484d8,2,0.000000
no grade,0x628eee672013508eff771ee99ba5260cb8f28d533cac4fb8e4ad0e1ecdd7afb9,1,0.210886
no grade,0x58fc3a5c01f8f21cb603c782d00749e60cd6619cb92fc6ad9dc7082b733f4a4d,4,-1.058862
no grade,0x486ab31a2521d8e86a1d4f3e79eda137939de7ddf8ac8b4ad775b98c331ebe56,1,0.041559
no grade,0xfd0be2f4bc4a6db135459d2869f8a8a33655f28062f14b39a7213d9224a5fdc3,1,0.511196
S/A/B,0xad4b705d4d6cf553c921b6f7012a82d06f4bb641559eb8df763c0effa61393c4,2,0.695898
no grade,0x1948968ff9311250fa1cd4299ce8895d1c7f2237115ccc1454c1226e396aba23,3,-0.840000
no grade,0x52ce446772dc568b68cd1759aa1b44f76676a297736fe9582a32f2e15e92ba21,1,-0.630000
S/A/B,0xfa820b4d62ad99e6ca4af7221e5d39f13c772f4f48fe8b7359aa741de906078a,4,-1.850000
no grade,0xec42a963d7c32b318b8b2036f1242f460bc572e7cbc5005ca90c57e30ba6b94d,1,0.230000
D/F,0x4bbce9178be76fb323c1ccc4f81abfc2ce8b78f3cb553ba96b024e0b8782a5d9,3,-0.421832
no grade,0x710bcd9a66bed2c4291b532604dbdd1a9d57c6dc08c8a458e2ebdf54f61967b8,2,0.480000
no grade,0x93d3082df151d343b1d4f16caa6adad8d06714d404365742b2cd2ef2effbf0db,1,-0.510000
S/A/B,0xfd565e38c1412ce29ec36e32945ee581c06d0bbcbddf55eecfbd8a0fd622ca73,2,-0.021276
S/A/B,0x45b91df7548e593978d3bb9bfba3630066d84ce7b9e897e793bba0e1016557c5,3,-0.699517
no grade,0xa3ec0e09c172493d0f34b91cd47e77e2efe000b5f1ecbb14e2c3638deda3cbbf,2,0.373269
no grade,0x35a17105ab9cadc57e0de8d1accacd88dfc6e4db5cb73889304d9d4e3437bac7,4,-0.030000
C,0xe0e68f2cf3b91733705ea4ac21e62d8aaf3aabf81d5329acef3dd132d2420626,1,-0.526379
D/F,0x20cb9759b162abdb4a4eeb4f3f178a451364b3020fbfbafa9a48210301ba31c0,1,0.430000
no grade,0x46666ceb4c63814f38a8c83784ae10e1c2e1ef52e2db648372bd86dea521cf64,11,0.424458
S/A/B,0x088b4a59d9684863feb1c0dcb623f5b7f673878c20fc3460e3b2deb281ad0a8c,6,0.384320
S/A/B,0x90f26565ba303e4ecd6ac5ed70239e3a946bcc04e3f454ecc286f9a16829e037,2,-0.002683
S/A/B,0x61f6a4fe40ecd58ff3dcf96ff4ef362ea69d2e7c0ba1a059aa8c6c0f95fc6189,1,0.050000
S/A/B,0xedd37f20401b652568385a5740fafc04442b1497fd93ca13d2689a0867b2987d,1,0.270000
S/A/B,0xb8b6a753602690899932a4df8664a2d0edf1083f442dd0fc78fc2cb2256f1cd9,3,0.330000
S/A/B,0x52a78d371c74321e7d3d7e36eefbe56e3b7f2bccc32e8b2ab2b3792088cbf1d3,4,0.600031
