cohort,condition_id,trades,sum_edge
D/F,0x300e32ca5a62a4980bc95e5e3885930f8b888d26d46fb61e3dd11d87700618e3,5,-1.474362
D/F,0xcfe2ea28ce54eb6009048e8b9d4f810860b51fabc4a162db99bc554e9d840d36,4,0.015008
S/A/B,0x84f1c423c758b166d791ed5ab0514c783a7eadadc15aa0600305dfab01e2e25f,1,-0.510000
D/F,0x62e674de9ab67a3f4667cd98980d12aa915805551adc7a318fb90877a729e7bb,3,1.513877
no grade,0x96c90954513471c2f60d4c45104424083bf89b24d0fc64d6b5eda5cca2d22ca5,4,1.797695
D/F,0xc306f1e66703bba2977be508ca724976642f0bd66ca5f6594b3eb57bddb2dc2c,1,-0.550000
no grade,0x27e3771285328f7fafc86df94f3d6c667065954127dc072d312c52ed5bf16d98,1,0.230000
S/A/B,0x40da9d36db8ec3f55d5e3ba3d203c13105864750e27e69d5af655dc3d7b38a29,1,-0.520000
S/A/B,0x724fd3260cd6936e34b2d504e4c434a502baf5bbd6c80057ccdc79e210ccd2c6,11,1.510000
S/A/B,0xd5705bc687cf8e753507ab299e64024c487caa5f6b1708e7221e9ad30adfe49f,9,0.392769
D/F,0x386d1e55e61c1e7c8d86c0d67b580efe4b81a231c78bde9c93bb30f65a38b72d,5,0.680007
no grade,0x78b55d28cf9a8953469b41816c29003fb50fe60f146893a73f975552c6931dde,4,-3.060120
S/A/B,0xe4886441add1403fb483187e9457f7fa88f0650176a1d145bd732c2afc6497c7,1,0.270000
S/A/B,0x221b05db581e0beb3bd140683b89b06f6bb565f67674fb7243c6d3789ee18b96,5,0.135561
S/A/B,0x2b160428e7ecf9c090651fb91f38bb9827cfd1e4e43fef4dd776469662c7c767,1,-0.440000
no grade,0x9b43e1b923451435407af0b9455891ca655548ce9e3e8810e98c082c4ce78793,7,0.996707
D/F,0xbbc90089e94b438a9f29b71e92c2dce1735ab0dec29b8e60a912b5ff2f928076,1,0.480000
S/A/B,0x415cb64cfa04f2cde4ec39c5a81050cc9fb539b9b6972e72cce16b46e0e33a5b,10,0.597527
no grade,0xe8d9302b2491ab432ff28c5f58c49fb1603ad1a64c4c827c721e9c7e5fbae4b9,1,-0.450000
D/F,0x2c0176b5b5941b48ad9f88b7018d9ef852d631b0dc94905998689a4c8b670f6d,1,0.520000
S/A/B,0x12412d4db08dad91e4a5851b011935e53457caeb0f0c764047635dfa4b82e2b7,1,0.450000
C,0xd510cba5f5ee6a45a3141d3d4a260b48e7d06bde072db95afe60c13b2f10d862,1,0.160000
C,0xb8c4eb2bc36fb256ac730f0d1d05cf5ff6649a7d8d5ed779544dfa068da1cd18,3,0.400000
S/A/B,0xb3260de5ae9935d6976ea1c378d06a8e81f9ae8b72b9d4ae77f5ab93d92c5a4b,11,-5.300000
no grade,0x0c1a6080220a8ee1736e799859b4b829fe81de09d02e094964f119d70e8ae55a,1,-0.509977
S/A/B,0xdeb6744a743f60eec009aa59e354e2a31a6259dd9a28ad4bf3726e27dced5402,2,1.020000
S/A/B,0x45e87ed9bf260cdb55ce9fd686cb1c4b178c9d1a8b11eadb222558a9c642e488,1,0.250000
S/A/B,0xc2e7515e71aabb6b108322299ae3305d7cf0fe3e59ef9ab318cb6f435fe18e4e,1,-0.640000
no grade,0x121970de9cca427401a4d1e80a298573ca394a44d15ba6ad663c006417956ebf,3,0.024776
S/A/B,0x05b6f21d8c744f5b1131f3b544b9d1ab63cd046e0467906c16d658c944e0c226,1,-0.550000
D/F,0xa2ef637747cfa2f0168252a1e364801971fb0660a94c6ab21da6b65fe5993c48,4,1.663467
S/A/B,0x56f88629bdd554aba364fb240e8276a72381a5974ba8cf6d3be18faf95719c32,6,2.843412
D/F,0xe3aee19472580ec982fd5552ca77e483c61b8763c736c130a0bf161131663556,1,0.041916
no grade,0xcb0f4f74ac96d528f823df53ad9b7606686b036253d0a1a3436bc6373abdbdaf,1,0.440000
no grade,0xeee39501fc013c8b445c864318cbe13b458ceab35e1700c84960473f92d4999c,1,-0.460000
no grade,0x5d8b576c54615b79531b2209c11a696b116705c034d489bebea61059154ed322,1,-0.460000
no grade,0x28457f6cc3d38c4c58bcf3649d0b9c41f8250cbad41e056d9bb653a651776939,2,-0.134124
D/F,0x27daff9f49197652970b1792c10b92735be949ebdfcbad00743d4e4b832176d5,1,0.390000
S/A/B,0xa1f130957238c162bfb7c871eae95975038c2b4a9409a778b2f2bff23eef4b40,1,-0.510000
no grade,0x25506f89b9ef94435ff84bf42cbbb374d6bc831af1bd4824a11b531be659aafc,2,0.570000
D/F,0x4a5133f8fdce300a29a7f915e1fa497df643d1f925f7628908367c8410fb3756,2,-1.080000
S/A/B,0x27ea18862817bb46732ae25166086253e98e67f88be0990bce69380a4016f636,1,0.270000
no grade,0x659556b07f6753da44ad73e26bc8969f5ea48293a4b8f2f57751e14dbaeec39a,1,0.110000
S/A/B,0x0a92ec20108c35b5989737be2e92c0e8cf2abebc250d2f5d62937b882dcf2b31,1,-0.440000
S/A/B,0xeaa0d1f58a05e07e37e5f012b372e22b78aaeb7e5b04ed0b83a3a5ae14952c47,1,0.049563
D/F,0xb78f502d7e3d71f29b58cbb519dd6e304fbac78db30398c455ef69fbdee2b491,1,-0.510000
D/F,0x18e369c487c93bd57c15d8420724cc083df289aea0aa40a2956b49851ef05bc0,1,-0.300000
D/F,0x4c696ea3bbe34193fff805e05d7e2f331fd86e9adfbb94c3b8906c6b61ad1c6d,1,-0.560000
no grade,0xe0c81e7a3a84597dad5db3101e6295b1f35aaedec4d511ee5121dd6571d65357,12,6.962815
D/F,0x89bcb9962bde4aa6bb95486aa06ee82f8144fb802d36c9e705e6fa007ff2a787,2,0.140000
C,0x3c995fa852613961df5b34fc1b2d14eb6850145f5d28d349d1622f4ed8cd84ca,5,1.690000
no grade,0xb0b33628985aaf898c5bc42e8a86798e5b41a92add55c9c8a81dda4ba78c850c,1,-0.574039
S/A/B,0xbf40e1de78d4fd57d9cb609bef5d7eab02c9c9774d3d9dfce277d3087b2e5586,1,-0.439736
no grade,0xc7f1b0c3286dd2f7005fec9a3c32c1cc6471fc9bc132d9fb7d14396fea80011c,1,-0.600000
S/A/B,0x429d000ad6319aadec153464a262dcc248a11554bbfe747acf83e93ab58ee810,1,0.430000
C,0x6c486242e79252cc0bb57163a3b8d95e3b9538ea6a1de2e91848beeb5c6ad986,1,0.040091
no grade,0x1b62972b94ec33d8a8183a9434eac641247f7f3d8c6c796ee667cd87a7661e11,1,-0.580000
D/F,0xab3f153316654c7d3f8ab95a1542014fe17cf3299890be732bb5cf9bc28920fa,12,-1.814354
S/A/B,0xf58188228333438ee0308564c4731342a0b59a78dbee2a1a309c3f9d7bda5b1e,1,-0.560000
D/F,0x9ad2c0508c39e972df09e92743de35a90555833d0377740b638058c6eaa56aec,3,0.160090
S/A/B,0x37c780bebaa3fc49f21f60b73f50d626da820b0c9dd15eebfce87af48f8805d1,1,0.517692
D/F,0x98173b0b2c8c33289b25ad91ec78fd2583220af0c2df0ac49bc9c978be8c5f05,3,0.290000
S/A/B,0xbd354ef71d51a63711f1fd8ee8716e67deb5fae1ffb5aea699b500f61a1a8a85,2,0.740000
S/A/B,0x0a056e36b1cdc0e4db913019b54f3a0da323730bc1bcde900b9d2b5a6015607b,1,-0.540000
S/A/B,0x2621f174955892ef32bcabd62ae74d1e14530f0585527322fdf2d2cb7e41c27a,3,0.370000
S/A/B,0x64b20e986ef477690afe7b934c7a7eac3c7e827f7c5a10119fdf41d2fc1c4da7,2,-0.660601
S/A/B,0xa8c5930ce3dd1a47e479d267e8ad90d9fe7d4b8b7e69c0daa67df1a514dc9aab,1,0.641576
D/F,0xb058bfce3e600ea75352c76d1866917db9f289169346f3fea25b64ed9b12fb5c,1,0.196993
S/A/B,0x5ab0a11e14efc6ea53020ca2193495156419aa5921e3eb8a9650169fdb92923b,2,1.088494
S/A/B,0x397cb99c9c4a90d548cf76c95218eab805662e675e5d9215b4204491c2b39f00,1,-0.490000
D/F,0x5cf1e28bbfee9ba6342813129b8544ee17ee9b6ecea1d3dc20795fe132e396ab,1,-0.510000
no grade,0x8b65d3bf652ab25430a076d9fe686d4f92afe536b8a5336f576f6424d9797563,1,0.630000
S/A/B,0xe3751faacd76c1259227db240cb6241e50e7620c80d7df60f2744f140f9d41d7,1,0.040000
no grade,0x42ea9a1be998877b51d92890d6b1838ebe092de1c8389edb232529b78ba367fc,2,-1.180000
D/F,0x3848eb101766129be9aac471e19461697c8d160e53ac54f292b05f6cbbbe1016,1,-0.767710
D/F,0x2c1db8df1aa55e92c4bf462b11ace78e0ef682369ca740ed2b6e6c067adb9f8f,2,-1.090000
D/F,0x77601218f89d0166a46923aa9a410fec4b75b40c971cfee68af05956fbf7e10a,2,0.010000
D/F,0x15869f0d05e99ad5789f647685b2eedbbe4201f8910a2bdb70e5716bd3674e8f,20,1.833074
S/A/B,0x3777e133fec459b42aac3fdeeed231fc7544442388fe1a266ae0a61bd50cae12,9,-2.093203
no grade,0x81319f59b08e75c4a99c947743cccd443bb063096b9019551f431717e49eff62,1,0.450000
no grade,0x6ad13deb355f61fef495d5d67f5fed093895906676a0d9381d56df0118ce8ccc,2,0.280000
no grade,0x542ea9fe1a48c357b45072ba9408b7e1eebee1252fe04882c3f50218ccd297fc,1,0.386891
no grade,0xc456b8bfb166c1cb69e87095248c5a3fd33f1d56768a783816c3cca3ed36c79d,7,1.050398
D/F,0xb3bac12e12256a12da004e7bc8cc2127ed209d3781028293d3ad54ec2e0ef907,1,0.540000
S/A/B,0x6f29a7b0b5b4d1dae435f3a095fb94536b53f71dd52ece77fe7f8b70be58fb10,3,0.093240
S/A/B,0x3e5ad7b79195e0fb562ec9c2e27bce01936bc38dd6244802666626ca835850b6,3,0.350758
C,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,2,-0.400000
no grade,0xaebd8092ec6792010e2b79c37d98aa623a559e1f56f9e897ebf2df948a60d934,3,0.856938
D/F,0x6ba7970c77599cd66224aa33ac898fc4bb97bc060d693213ace4e45e19ed390f,1,-0.560000
no grade,0x1d0d57dca491ad34aadc9d74e9162eaa9cbd10aa450144aafc4d02087b179467,1,0.500000
C,0xba9f8cf52b752cde7d4478aff324dcea53d565311e4c16e8389767b3e9e4b55a,1,-0.360000
D/F,0xd0ef28f31dd1dbcee925fca7b5d663240a352c632210247a853ebe61dcc75381,2,-0.010000
S/A/B,0x427535a5fa5f3d84711f8f37dd77889db6c0ed9609f4177ed1638e012b3b7022,1,-0.620000
D/F,0x009d773159b72d0575602bd9c855bed45187a7cfdc393dc231997731754d0ebf,6,0.520000
D/F,0xfb2e524094df09bf6078173417b9d3f46b4b84d62366cd6a158c79dc180441fe,5,-2.225000
S/A/B,0xa390f8871f025c2f86861d56cde9ac26fa5a6453076d7ea861ec08f39e5d7482,2,0.330000
no grade,0x71cc5dd0766e0306f331cb61a56419ca1aa24e65c9a5b3abdd79172aa1123a9e,5,-0.040000
no grade,0xbb840fbb6014695cc87589a05dc21017c7a5eaeb1e55607040a9d1c49359a857,3,0.936261
C,0x0a262628dc80b03fcf652d8f05f9f09bfead4176ecac8074ef50fb2ca44f65ba,1,0.070000
no grade,0x48ff4ccbcfcf953e7ed526eed8bd70a8720a5127dcce5116f65644e5179c723c,10,-1.183008
S/A/B,0x35e1de8b929b47e2a4742e2ee688b2b83a25de8452806f85de740a2a02ce7f5c,1,0.330000
no grade,0x1b13c2c32a3f2ad2c010d1462749fc6b0057d6d87d1cd6617145cae92bcd2dea,4,-0.145244
D/F,0x9608aa24d548eaa71129b51ba7789aebbd52c090e88b9a68ca8e95395716684b,1,-0.600000
no grade,0x7a9b8ab869ec4662ea9975ad778658dcb39dababeb02a6517415bc71991d1f6f,3,0.120000
S/A/B,0x7755dfdd422bd11df90d3ab0950b0fcacf0bb1b82662986726e742a25bef3aca,2,-1.079952
no grade,0xc4a6cd0191a2a5de5d75ba850589c6325f18cfba72686472fca53844258d3f4f,1,0.630000
no grade,0x0b9bd8da0da29d43662f69888dd14f39c204f74ef35b56ecf6fb7e076f924c8c,1,-0.530000
D/F,0xb4f2a36ec6fc1b5cef6050937418fe5dd10d8ac4509f8be86aedd620f487e43f,2,0.103372
S/A/B,0x7c8e029d620000fbd228d23e14827bcf76da6f92157dccd9dfca51cb5c3c7e9b,1,0.260000
no grade,0x074950031f61621075f900096a3a667a0dfe233d175e841b9f9b483cca3328b7,6,2.453687
S/A/B,0xc4a26ee77fc5777d5036854f3835bf7ce44b42a61e3c6325c22b444627757eca,34,5.170372
D/F,0x2520d8a196b2faf1ba9bd4d3ff86406dd19da1678a19c1caaf6127562e71245d,10,0.337278
S/A/B,0xd90679153cf0f53935775ff8aa0e30bee7cc9b7e50d5684423f5a9442a981194,2,0.512636
S/A/B,0xa989096faf7e9dc87f706624f8f25745752775001f6799f4d1f29ccae635d81f,1,-0.475422
D/F,0x0a18a267c0ed3819db23086e5d7dccaaf4d106046e7cb7def8e7a4092320fbe4,1,-0.760080
D/F,0xf7251f18a3761e118655a5bb7c12a0d0126255ab5dc9a8f3eb2eb4f1cfdd1aac,5,0.450000
C,0xc700c8f5fd4ae02e1cea115059dd330b808115235f9e688a213eb4364feba840,2,-0.304562
no grade,0x216882ba051afacabba36cce161606dda2af86983724e134a7bf31606ed064ff,1,0.652126
S/A/B,0xf5a8bbc960647e681ddf5da36d8b2503442e7440b2635720c747d6547eaeeba0,2,-0.230000
S/A/B,0xff0f5a853488bccfdb4d8582966fa17cd1c1d2de6749abfc3bd0f79fcedf93eb,1,0.690000
S/A/B,0x3c995fa852613961df5b34fc1b2d14eb6850145f5d28d349d1622f4ed8cd84ca,61,9.157066
S/A/B,0xa271ed1b4042ecd7501a9da104caa3498d8d00365454bc715ebe6564fe590821,1,0.420000
S/A/B,0xd01a16e5adf6934d12c7a0e9875332356f74289ae6652a57aacb853e252fbbf4,8,0.710000
S/A/B,0x7bf7c63b41fb56692f2cebe3af6bad2e807d12d8ef88bec27706c42edbe6fc73,2,0.084000
S/A/B,0xdb4aa2d0b97c3a5e29750e955959b1e41bfd77be4b842c57fd59514b94341128,1,-0.390000
C,0x92bdf7efbb8cab957c0df41b474823618dc1e6f0ec0cc38ab20be4a033945b5f,1,0.460000
no grade,0x386eb32e785cf411afa27e21432b3dfa0b43e36642716d9efb4864f22b90d4d6,1,0.360000
no grade,0x5936a9bcf8edbc9c4f406f2801e5895c5d633ab84ce362bb425f1e34d7c89186,1,0.271646
S/A/B,0x7a9911e4fdc4f72b441d003e244ce9a49c35cb707f87cd56d60b669e43afe76b,3,0.310000
no grade,0x3f8a38c7fe024bab93596cf3a4da36c59f8eae0c3395bb141c91a5c88958c686,5,1.304685
D/F,0x1bac254336778ff5e963772eea802abca13e37e82454e425686b56b607cb4c32,1,0.420000
S/A/B,0x646497948582552acc245d6845aea92575f8c20b226e3c6ba108d8652dbed080,1,0.483856
no grade,0xa6ae199ce172475dd0e29d7584810a15a1d4608398d2f42d7ca39bfac45ed52b,26,4.770000
D/F,0x89379ee1ce4ce7bbe1fd97cafcded457274af3a1071875033db7a3403d8409f2,1,0.340000
S/A/B,0x9f8c38f5fe2e1d092ae852dfd8885ee89eca891b272d5985669b9da370b45e99,1,-0.490000
S/A/B,0x5c79f8c2635dda4d5febf466d41440193188064333d8fdd3063cbf086c5634c6,10,0.385000
no grade,0x91474e3c18f4a586dc55413ed5a99cf8083dc9de662cc06c74cd801c86d9cc4b,1,-0.618720
S/A/B,0x01d5bbfa59389825361fe8d4948207e1516b872a15dc066dfadaa6af0818b421,1,0.040000
D/F,0x7164003effdfef62c5ac5b660c40630ecde0890e3c328ef8510f037831c59c0c,2,-1.370000
S/A/B,0x5e44ff28aba24a58183f8cf6b3719be1c3c48b594ce4a2cc6a4da753a9d2ecf9,1,-0.462234
no grade,0xd43b4c147fa9240aaa638f0bccb8c56f3f20a3621e1494cd464aa0c8dca142cd,1,-0.655924
S/A/B,0x88391507037ef4cf1cef5019227f82f23f46d7fe8598bca5bb46ac7ca8b8d380,3,0.210000
D/F,0xe94142c69186077f605b6793acbbcd0e91a9dfd146c16b48a2006818f2c9ff60,2,0.102000
C,0xb7176efbfd869feca4b7ad4743bd5f52e74718143ce327a217fa7cb5c973212f,2,1.167653
S/A/B,0xe5cf766ee7b3843ebd613c48ca458c64d5f8395ac544d12686de1314890bfd56,1,0.510000
C,0xf83de5752a72706d42774eabee977b1e76c570a159829c1648f96cf1a847c4c0,2,-1.100000
no grade,0x84dce78c7c47d4cbfeb19d415c34f0867f5eae158f7967fb305f2f699daa7681,1,0.375940
D/F,0x35e5781ca92ff5dc1207990eb9ea44fb78d0683d96217e39a613a9802177bea9,1,0.490568
no grade,0x5b0ef1938beef39c0f86241d94b2caff16158e9859a2ae88021ad06881c42cd8,3,0.892097
D/F,0xd7219588f9db45384d054d07afa99a88f792dbad28803409090f0387295db609,6,-3.201116
C,0x2bd6c4c42854e80b5978b9e51e90b0f6729e1ecbe6d2c107a5a39702089a4143,1,-0.570000
S/A/B,0x82a4b49690494584d6ca7810e482fe0f882ae347ad37cbd541f87ab840cdd1a6,1,0.230000
S/A/B,0x6f8686acfd227ce41e75aff03738cb69ef043d398f3d68b068c51d63dd928922,1,-0.500000
S/A/B,0x839f3f9396c1a83a1705a8ece72487537a68e8ba1ab330415a8f9bda76553003,3,0.490000
S/A/B,0x09ec8038eeead27055fa66e85e6cad02fc44d7f2ddaef00c0ed5a356d8a360b8,1,-0.480000
D/F,0xceddfe2ae12f7860dd68fab5db2e4ab2fa0dc8129178779182cad080fb287a10,1,0.270000
no grade,0x449db4b6a258d9d33e96f721cdd7aceda85d2a1e473f363b8612e7f0c0f5d3a5,1,-0.570000
C,0x8baaeb9d47cf2973a790e045e83afbb20484abc69031111a0f680600a2906a24,1,0.230000
no grade,0xb88c7714f690d0e4c1cffdfadc270703ac15636bcfbe44a19f008707566dfa44,1,0.184093
S/A/B,0x87348688ee0df7a6842ed6c0c4503836922e16db1741600ec540ae6e7f206bdc,6,0.100000
D/F,0xa9243b84df27d2b26a2bc522556011692f28f67e5de64edefc2a664ce0b4a1aa,1,0.490000
no grade,0xff0f5a853488bccfdb4d8582966fa17cd1c1d2de6749abfc3bd0f79fcedf93eb,2,-0.269217
S/A/B,0x6178d26e12bf3775eda3a269230c6baa5623442eebde8f47c29da88210fa9569,1,0.280000
no grade,0x685a1eab53905f54836bbff358dd3a2c51f2a539f4587a8c7f4a729d62f7f4ce,1,-0.380000
no grade,0xe1000b0296a3c330717c6eea3f52ab332bd211feb1a435a5f6fcdf0fd911374f,5,1.246493
S/A/B,0xc20f78554168620f9708eeebe1511b41b283a09b6ea96d4b66607dee2c7e8a96,1,0.450000
S/A/B,0x2a4f962b950e09e32e7db3d0c5d5b00765bb7fc7129e566cf3ba4e3153e619ac,4,0.000018
D/F,0x0dbfd71f507979ef4c5bd68ec09a718c60c75f4ca59c8103fab17653ff0e84a5,1,-0.900000
D/F,0xfc3ba1ba018dd3f5723e02a9878ed7840657d91ea1a81a2a2bda12e56f42e598,1,0.049000
no grade,0x89f9c8590912a8a1a89ee8d1077e3f4854b165508d28a190ca40e18e317c1a89,2,-0.020000
no grade,0x8b84fef96694b31c222cbd48a5761bf72a63edc530eb7de860deda8727aaa404,1,-0.400000
no grade,0x0f0b1ed14870ddd6918483b07bda8d9090ad6af4f4c973cefdaaefd1513a512f,1,0.230000
D/F,0x20cb32a3ff2b1932b99fe3343034d4dafe67cfce196eab2d771047f3d6e33be5,1,0.135310
D/F,0x5c60d4f6b67b14848880a58a935517d9f71b573b93f16fa2a9fdf65d067e24bd,1,0.507248
no grade,0x11056cda53f33ebf9ebab7ba70fb4787e95f37a9e8e16fe2a752585bfb62b342,1,-0.226019
S/A/B,0xb56bc35aa6debdc1b1f53a32521a736939c3e429328bfef3c5fdccb0f5ada138,1,0.050261
C,0xd1b44514a10d1041ecfeff34c4f96400a84a171e3c09944956fa936ec8049a58,6,0.974656
S/A/B,0x3f32d2cbbf49904e099609c9844305aa3c763a10d5ac2d428a16a47ac550b109,1,0.230000
no grade,0xbd105df18827b47313ed37504c80ad04e1a16a69dd283d09c5d6f16810e71963,1,-0.526089
D/F,0xee119a12bd76bb9d059e4199903d7439eea0b090d04a36f3e4aff728fd2e506f,1,0.605340
no grade,0x58197daeb5e36e401a91c2f8036b1da283b0cd0667588597be6c34159c1e9ffe,1,0.230000
no grade,0x366f89649caea042c96ee741b185461ec7faa408a2664ec44469a0061924b537,57,2.836223
C,0xf5f92385410ab388143b226e44bc97270f9f39dc3a3f76c19196b48394d37966,5,1.907116
no grade,0x7c51ca4fa62fa356430f6aaaad839888a475c9a791b089fb3e5c7717c6a39342,1,-0.543562
S/A/B,0x2b10b428254e3bc6785b8c7e15b9ababf0d1981be2c412f061fe24fbdea38ef4,7,0.995664
no grade,0xa8ae63197da52e942e1ebff9e0cd5ee81c81b4e42963041074569a0c6bda41d5,2,-0.010000
S/A/B,0xc108dbea451a89ddfe47d68d02263b0e3f3c77e5f23cb1889ce6a2cb72e45a5a,4,0.320000
S/A/B,0x9b04ee7e1d09e932a40f0c9624bf82ac91fe6f3209032aaa04302d6731d907f0,1,-0.540000
D/F,0x30fc482e9a834a122fa4aeb0e9d90b72621e9e9fff1ade8f3dd35399439d7f8c,1,0.180000
S/A/B,0x2b133d65428b9dda6426552e872a378f991913793d512a50adcc0ecb1d347a13,1,-0.490000
C,0x53c08c3119b9fe4ba6d6d19b70c5c53509fe85ae197fdf92208089c1503d84e0,1,0.580000
D/F,0x62893c1171b6e2c91ade4cda7d770f2e43e6b965a196c92dad6ac82666002e18,1,-0.620000
D/F,0x3b4932ffc1d03fb7df35bc11e566dce841bf3bfba5c4b13e943b16ab465b2585,1,0.410000
C,0x4f986f21e1cfd311fcb4a570fa4b7fdbf5c4a8b381ea1c03bc233125dc1a0baa,4,0.850000
C,0xccadd10de997aea6beb2393d595c06e01d905279411ae6df0460c1c6487195e0,3,-2.007568
no grade,0x99d2e83e54313fbd02121f916c38a00324d41641c003055e56c31546be5987a5,1,0.530000
S/A/B,0x1cbfc85edce5c2ac987214953c73d072fca766c05fe1e6cabaf920da5bf040e1,15,2.710849
no grade,0xa26ddfe4dcd1732abbf19230f2f88b2183486b2ade43ab6e330ce0b56bace156,2,-1.130000
D/F,0x88848543cffb85dcd72678a4c5d7667f356b64725535c1216be9492645379936,3,0.490000
no grade,0xb96585ac41b808bac0bcfa00f39a92990c64dc413804368c7191ad4e1cd299a5,1,0.190000
no grade,0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,5,1.200000
no grade,0x776956c5185fb6e9115e4a52fb0a8386172cae91d6812b447795fb171f478a69,22,-1.844954
no grade,0x0009b60246606f03ac9199a7bf6118dee69ecb3123f5ab6fafd81b38d2e861a5,1,0.126866
no grade,0xe0a7725d04a320efb1eca2c92d469f6e409ca0e982e52f053def3f0cecd065b4,1,-0.390000
S/A/B,0x5651585f8c0dd617b7cd6293178f4a5c2209c7301c64d2ef524979ca7a66e362,1,0.060000
no grade,0x99c5e69a6728e6c5e4cee0b8f61495f4897a5e4e5b0c41ae437c2fee82c375b5,1,0.420000
D/F,0x0b5ebfb0669c66c63f0723b2b04a4e1e2eb4038890fa0b93c7764726f6b0ed10,1,0.510000
no grade,0xd3770c74203bf068373b041b119c28af255c0e253ab1dac9d1cf7a55a480b719,1,-0.548640
D/F,0x0fd4d0c634da6175d02a0afe150d02d050031da5e92d0ca96ed1f89c7b045bd6,1,-0.520000
S/A/B,0x730ec13a9bbb4c49067ee44e5b767413860083c2fde469e58c961439e466138a,1,-0.587146
C,0x889e0fa1c435f52ba8534423449865e6f18fd11fc13b473988b88a60d81a9ea0,6,-0.010884
S/A/B,0x43470b518084c409f5fe34c9b9e014ad68966a56dc32ae0a6474c2b55c741cc6,1,0.060000
D/F,0xd87fdf1311dc02a993b81fe1ad38b0fd9cd31f3c35a116d6d7f034c773851c36,2,-1.160000
no grade,0x4bff0435333433a22c26cbb85b0afda85e9eeb99b437d5ad82eb06258c970386,11,4.820000
S/A/B,0x13b842b2cfd27726930298a14d632ac74dfe21d229f19d5a73625f992e29d64e,4,0.560000
no grade,0xb4fe74f1065a83a04d2bcdcb36904a383915c49feba76ae9dec2b4f52a7628dc,2,0.940000
S/A/B,0x9f2b50e97cae0da1dafbed68f4e79410509d732dd0024976918b2e3c2e6a6e4f,2,0.450110
D/F,0x4392452acafb206803b6059774c0b3af214a3933488e9eaa25d388db7d4e8b90,1,0.280000
D/F,0xd58033380ea1ab708e42f01d636ca60a8da6272f660bbfdc2e4c1acf27d1872d,1,-0.450000
no grade,0xce8ed7d2cb4d8e1a024d5a3cc3fcdd2fa4aac0f764839771c39e0dee26368308,1,0.220000
D/F,0x3aacdccfc91a9d1b217906993c89cda74f84223449992accab7f251424302f84,1,0.410000
no grade,0x2d965a9bef980997acbf281cc1794eb459e2c7696a8a128ca8bd92537d9fb406,6,0.523054
D/F,0x67e966da16a223f99890de64440ea64a0483cce63d02cbb7304e50e62a994a58,1,0.520009
D/F,0xf7266d7d2dafb8632bb8531f6c47320a81ae547581895b8086fdcdf20e51a153,9,-4.860000
S/A/B,0xe438a1312bb22a5bcba859132807d490acad7439d5eb4377a768929a808c7c94,2,0.480000
no grade,0x2f005c139f92cfc88d3436afcb2642090276c758e532c770e6e50758743cc903,1,0.110000
S/A/B,0xc535f9383e6d7082c2df0b00f5f377dec51d75213c5f30a634e92abb049a0128,2,-1.480000
no grade,0xd09bd8a9f28fd6711d76eb042431abe8f1f105b4932205ce2fad31dfe6603182,1,0.560000
C,0x481b66d9bb07b81cd9e03f1896b16eef86985ddbf0af8fd606cd659bd1159f25,2,-0.310000
C,0x393bb312b6a92e046825403e888928d946cb6f39836782204d00b2ddcb2c5437,1,0.460000
D/F,0x1cd9ef1839a80ef347028d0584e2fc248708c73229919bc6cca3f5a90e501738,4,0.675261
no grade,0xeae67158c20acafe403d525dec112745701964ef8e9dbafdafc7845bdd70a8c4,3,0.612702
D/F,0x04599967f9eb6a47ac6501863579aa86548f656cf74b801974bafe499b10885f,2,-1.338068
S/A/B,0xf4a873d2bafb1fa680a6bfe72ecdf02b1a652cdae1f5f9b313cc23b9c731d21b,7,1.395297
S/A/B,0x17b566faa4c085b49020ab355d4b81f01037634c6b17b15f455861f3cfb0ab55,70,-9.563433
S/A/B,0x7e431bb61894ace9dc546e8a1d7e09dea201e6d33992fbfb22018757c1e02d41,2,0.120000
no grade,0x0e7ae35cf339b2bd8ec4a442799efa925cd048fb6cfe954a101eba242624fa62,3,0.280968
no grade,0xef2194e8815a136f18f871a0cd42ce23c83df44f13ae4867c6daef2743b7cfb7,1,0.523312
S/A/B,0x577cffeb67b4b292a9f8e29b967e5de1c409333fabb752cf5057768c5e900422,2,0.300000
no grade,0x59cabe2fe7737e2b39a9493c9b3184cd84eede69b01dda511333a354ee7ce89b,1,0.514455
no grade,0x1d9e1e5f3124a78e53ecdf1aeecae2ce6ae97cf5021e1cfcdeca23ce02a24ad1,1,-0.630000
D/F,0x75f8f8466ebabd53249424957d6447691c8c36aa021aaf430391f4a59363b751,1,0.617805
no grade,0xf9427d70a820f8216497be8713525475cff730e3fc34ef83dbdc87d788939e41,2,0.190000
D/F,0x34432ae59cf61fa9e03bf2813b5f7ed6511fe08bb44434ded994df48701d4234,5,0.640527
no grade,0x3600d617c3da496b603c4c9291d41be43f69e578d227a56020d0f9e5617e72b4,1,-0.280000
S/A/B,0x6235a8bb7ac7276dcc57ae64bc8714897d2fad4f2e6004a7bb5e201e17d77c11,1,-0.590000
S/A/B,0x65670c7c4f3f691833e48aabc9937abb59c92d6c43d6e896ae8cc011870fc166,25,-3.546878
