grp,condition_id,n,sum_edge
Baseball Over,0x089ee1cd8fd7e3406465f9672887e35eb1f9d24efd7f1d189fc551dc69800928,3,-1.500000
Baseball Over,0x08b0a4b8b761f7edadf6cc406c042eeab512d2385153762564b4aa02dcc9a829,1,-0.519459
Baseball Over,0x090128db3e98a78f981ae37ebffbbd03cbbcd456dc373839fa371b414e9a79de,11,5.390000
Baseball Over,0x09118136b0ea9a7d8bc70ee27baf442e9978d161feaf4aee2989ca670dcebb00,1,0.520000
Baseball Over,0x0917c9eef0c4cdbd1301ee63df60c1d60b71d0e0e33e2d3388dc501c1d500e41,6,-2.942824
Baseball Over,0x091ef0a31a31901b9a7b877a81200d0d2a925aef488d17e09f777194870404c7,1,0.050000
Baseball Over,0x092485d1365969428073d6c78607ec78b2751c0bc6bcf1b46d0b0b8cfbbefaea,1,-0.490000
Baseball Over,0x09432fa5d111fa25a689e0c7be06b5ff5b4a71367a5e0ada9eeedf265f9e3ac5,1,-0.447553
Baseball Over,0x0995c83e6a6d7a2a7277193e8a18e359fa0d411af5ad2d36e2c0633d800d171b,4,2.350000
Baseball Over,0x09b16adde18acf6356e83d6b60e1f5caf8b0c67cf4a079ffe02fc8e77956c120,1,-0.510000
Baseball Over,0x09ba524845d47cfc89cec59a11aa70e62ff00c32a93621bae35eea1f14a5a6dc,1,-0.540000
Baseball Over,0x09c148aec38a12ff15514d6a42183b796b430de040896378ef2fbdf7d83f6abd,11,-6.380000
Baseball Over,0x09ec8038eeead27055fa66e85e6cad02fc44d7f2ddaef00c0ed5a356d8a360b8,1,-0.480000
Baseball Over,0x09ffd85bf6f487bfe7cd8e7fd3dee28a22cbba3c731bce925339317d39020db2,3,-1.731914
Baseball Over,0x0a16741304526e41e22583513879af602524571b6787e2482cc212c86086bd9d,5,-2.280000
Baseball Over,0x0a5bcb1f34a2f430cb032fc7c18f97250b19c6be19eb1d5f2fe838dddcda0bc2,1,-0.537654
Baseball Over,0x0a84e07e7d035c1a00d79652c4e48cb7a74fcbbaf6d6a39ced0d8abbeb64d7d7,1,0.500000
Baseball Over,0x0a8e603ba6f956434b1c1680120626fbb14bd5b8600b251d107465f95c638c3b,3,-1.380000
Baseball Over,0x0ab0ab9c0502c1368d412c1d546a4ce4547fe5553b9570bf4fc3fa6c22ffbb87,1,0.609924
Baseball Over,0x0ac37a6116dc6337ae55c22df5506bd9ae0e6ea23dc2c0dbe0f7e6c7522c2e6f,1,0.466201
Baseball Over,0x0ae96074cd27e04170c15201f8a2a209c77c9d59cc920b957c58d8a6eae3e1a0,2,-1.017964
Baseball Over,0x0aff4351d355a4c1a2b7767335004d23fa735c12c6b0f4fba535aad6bcf5970d,1,0.350000
Baseball Over,0x0b006124ec9f7e6e81408c0c03994bbb653a73007efd695163a013262de78abd,2,0.820020
Baseball Over,0x0b25bf2605bba4ab85b02961c5e847c3131be2c3948695307841c7b66fa1cdd9,1,0.500000
Baseball Over,0x0b5c3399164331aecce737896c461ede0483f00e8abb9744958a9df323602361,3,-1.459967
Baseball Over,0x0b639840bc870dff570481949d82ed0ddcf661c9c78c0247fd1152d9e74a01ee,1,0.540000
Baseball Over,0x0b895ee896f4d79ba2cd9b08dc2ac8ff879f66d6aa596ce092911e7b8aba38ac,1,0.539660
Baseball Over,0x0bb5b4a52ab5bf7cb14bd8103a5eab32a5a4b939d5629471ab6c543c508bd7f5,1,0.463280
Baseball Over,0x0bd3d3c4c45f17c67cbe7a41bc92f6625926d47103b9c90b69d87256c308c352,8,3.660000
Baseball Over,0x0c1a6080220a8ee1736e799859b4b829fe81de09d02e094964f119d70e8ae55a,1,-0.509977
Baseball Over,0x0c4e15ebe8af9a4050fbf666791eae04c968f3c7ed864975e815020b00ed102e,1,-0.490000
Baseball Over,0x0c8fdeda1a299a5eb24cbf2bb58b9980d8430a6988640f68d39b142175da9619,2,0.980000
Baseball Over,0x0c915d8366a96846bd4436061a64f6e68c3fbc1b7fb0d15765d213cf6597137b,1,0.440000
Baseball Over,0x0c9c632700960d0750d3a85eb0ace82ea6fb464b03bfc8d88e40d060a29da91b,3,-1.470000
Baseball Over,0x0cd678e13873923951c6fa5b1278e30c46db986333780f8e7dae776ad6d15658,1,-0.547956
Baseball Over,0x0ce4799f7e96b760d8efc620ef03c277047704cd3c98cf69e6c8f0d61f20017c,1,0.041200
Baseball Over,0x0d24495455cbd7246e5a4651f298768ccf9a699ccdf67669288eab3b5ecdf37e,2,0.910840
Baseball Over,0x0d469cb1588c26bdfce1a8a08d3130c7b08a8c7fcd95634cfe388c31cdceb213,4,2.160000
Baseball Over,0x0d6be76e767e239f426f86179a8aad260aa8f4f6bef5d9b58816e075bc9a9c02,2,-0.920000
Baseball Over,0x0d6e7e621e5ea2969632095002e10f744987bfc94c6a988fabc23f328ae693f3,2,1.180000
Baseball Over,0x0db13767ca4ea8ec557dfa521a22796dcd2c35b6f2dd51611da4c68c83c793d9,1,-0.430000
Baseball Over,0x0dc78183e325d4f12638a1ee5bb7c7b1bfde708cdaf682680972c516ae898608,1,0.410000
Baseball Over,0x0e0b1aee5bc348029990b973e326fea3cdcbe6fb07385c2aa1cad339ac945386,1,0.405589
Baseball Over,0x0e487342b33f9782f5ca8bc67be674f6859ca07f74cc6f5746ba439747106109,3,1.430034
Baseball Over,0x0e4db5133930c18ccd7fc30313e6bbed024c06218190ccfa4ad9f85f67372958,3,1.661052
Baseball Over,0x0e69806a039daac732d8b65af3802e151a8d1688aca3bd2434257de49f7654f0,1,-0.480000
Baseball Over,0x0e97a80497e0d3cb2828a7418365bdc84b4b12e3ca6f21be304ee592c45dd06a,2,0.990000
Baseball Over,0x0e9ae160b47040ae6a4695b4523a6337141a876667f3231c9cd44967dabdb0ef,3,1.455660
Baseball Over,0x0eb0032f5eccc724ce526637afc14a5d866f7443a81d08a3da2e76c01f790fc3,7,4.081584
Baseball Over,0x0eb1bd203708364bae1f57baaf9a7dae47a602ba5574f4518db0d2efa33f73c8,1,-0.440000
Baseball Over,0x0ec5dae1c1de7bb1b62b07e6b9fc098db4a8bb03a4b8d03d5d5c99d9bd44727f,1,0.391625
Baseball Over,0x0ed3be59460c726cb8be34bd3c8b892dc642973e8acd3c44321200edfcd11291,2,0.940000
Baseball Over,0x0ef5673039780a8176527e2b4c0245772b13c8f82ee33f47c6216f9ae0adf15b,1,0.446618
Baseball Over,0x0f0c4c46b86a3c07a89fa5b446ef1376b39fd564eaa35f36e237ed42389aece1,2,-0.900000
Baseball Over,0x0f0e6b303e5eec6320f6e74e116a6e34b3b8fe91b6d90fd26359d5babca955dd,5,-2.500000
Baseball Over,0x0f2f11775bbc9088cf00a713186163fbb731ce737a45b6db85b346824aefb8a1,2,0.167575
Baseball Over,0x0f8347927fcdc810c1d44e87f9ccb06ec94eafd72fed596ea06cf4c8ec0a8863,1,-0.510000
Baseball Over,0x0f97290c2ca482d331f95e376abd9cfc767ce61a0a09ba58d8152327b7d7168e,1,0.440033
Baseball Over,0x0fc78a802ee8b3bcf0c22b396751212e8fd160f467f1e486554ba1d08f68146d,1,0.541535
Baseball Over,0x0fcd690d6e29f46a3ba589ae6630bf4cdead865653cdb8d2746682935effad90,1,-0.480000
Baseball Over,0x0fe6274790aeb61b55ad2f5a0b7ccaa9b103ceabe3c638fe1848db41c8c7a99a,1,0.570000
Baseball Over,0x0fe952c730b81af4a18c4c90b4d5eafafc2d8e2875d9c185a4c97c305fced236,2,1.020000
Baseball Over,0x0fed6526a928e35c788130fdc1e627e3a618610eb9df147ebea93662cb017f8a,1,-0.540000
Baseball Over,0x0ffac0908ca1a642aeb13f180664f6c31745dd7b8c434fef3d030a28226afdb6,1,0.533770
Baseball Over,0x1003196465d0a87674aafb3d7fe25c044fc150294566fe4355c00cc5b050389a,2,-1.190644
Baseball Over,0x100f318bf8b716b2ddaa9dfccf1be7fca9bbc5f4ad4d640f7a3890359174efab,4,2.000665
Baseball Over,0x1022b2576bde0c1f0925b42b27067c44ff0e23f445f7349e06e748fddd23c048,2,-0.860000
Baseball Over,0x104afb8bad4b6497ee89582d7111ace2d0c120955dafdee4ba443f2b6703118e,4,-2.180000
Baseball Over,0x105e93c01134d7d8877675ae623d5c1198b05ac5501a51b51bc5533c91bfd58e,1,0.510000
Baseball Over,0x109b9c0466a1cf2f03c81cfc6f4da9d242ef471b58582214a10dc14a4e0955c9,2,-0.860000
Baseball Over,0x10a21bdd96e929dcf68e0bc4f2e0ebe9bd7ce494f81b11713413fdc9ae67a75d,1,0.185382
