mlb	mlb-wsh-sf-2025-08-10	Nationals	Giants
mlb	mlb-chc-mil-2026-09-08	Chicago Cubs	Milwaukee Brewers
mlb	mlb-atl-wsh-2026-09-02	Atlanta Braves	Washington Nationals
mlb	mlb-laa-cws-2026-04-27	Los Angeles Angels	Chicago White Sox
mlb	mlb-tor-bos-2026-07-24	Toronto Blue Jays	Boston Red Sox
nba	nba-uta-sac-2026-03-15	Jazz	Kings
nba	nba-uta-was-2026-03-05	Jazz	Wizards
nba	nba-bos-mil-2025-12-11	Celtics	Bucks
nba	nba-chi-den-2025-03-24-v2	Bulls	Nuggets
nba	nba-sas-sac-2024-12-01	Spurs	Kings
nba	nba-cle-dal-2026-03-13	Cavaliers	Mavericks
nba	nba-bos-bkn-2025-11-18	Celtics	Nets
nba	nba-mil-den-2025-03-26	Bucks	Nuggets
nba	nba-tor-bkn-2025-03-26	Raptors	Nets
nba	nba-orl-dal-2024-11-03	Magic	Mavericks
nba	nba-uta-gsw-2025-11-24	Jazz	Warriors
nba	nba-okc-nyk-2026-03-04	Thunder	Knicks
nba	nba-min-mem-2025-04-10	Timberwolves	Grizzlies
nba	nba-tor-mil-2025-01-17	Raptors	Bucks
nba	nba-ind-nyk-2026-02-10	Pacers	Knicks
nba	nba-min-gsw-2025-05-10	Timberwolves	Warriors
nba	nba-gsw-nyk-2025-03-04	Warriors	Knicks
nba	nba-cle-tor-2025-11-24	Cavaliers	Raptors
nba	nba-det-den-2024-12-28	Pistons	Nuggets
nba	nba-orl-chi-2026-04-10	Magic	Bulls
nba	nba-gsw-min-2025-01-15	Warriors	Timberwolves
nba	nba-ind-bos-2025-12-22	Pacers	Celtics
nba	nba-uta-lac-2026-01-01	Jazz	Clippers
nba	nba-dal-min-2025-11-17	Mavericks	Timberwolves
nba	nba-bos-chi-2024-12-21	Celtics	Bulls
nba	nba-den-gsw-2025-10-23	Nuggets	Warriors
nba	nba-nop-por-2024-10-27	Pelicans	Trail Blazers
nba	nba-lal-uta-2025-12-18	Lakers	Jazz
