grp,condition_id,n,sum_edge
Before the start | Laying points,0x78fa423194717f068d024f4d7316ae459bc20faeb1d3919e56977626332ad2c0,6,2.850000
Before the start | Taking points,0x8b1d3df0714f13774a5b395f9edc1859b9dd2b637e16f26e94a2704a3dc0d6bb,2,0.920000
In-play | Taking points,0x1de4ead562dcdfff13ab49070eb4cf77c9c71b502b5d87c2b5de19deec16f19d,1,0.450000
Basketball | Taking points,0xc2958cacfd22af273912872dc5303f06817272ee8454e993c42e0222e3e36cf0,53,27.163685
All sports | Taking points,0xd9daf61da45ea19db959e7f837c22a059955e76dc32f2384b7c0a132b0899346,1,0.500000
All sports | Taking points,0xd94398f177bf16ef96d0673b8091c7e2be8735f407b58bc0024a511f7290b91a,1,0.360000
Before the start | Taking points,0x700a372481cccd80a1f8b8a1eaef6f6e3e03ff39c8194520f4386c8a195ea1ba,18,6.420000
Baseball | Laying points,0x1a0a6025ffaf14f1db588830dc94aa47bbcc8e5d22180251c661d520c60889ee,1,-0.430000
In-play | Taking points,0x418f8c093ae191c0d6556ac3820f067d108ad2eb70e36ad94f884ea43e1ed0a0,1,-0.680000
All sports | Taking points,0xe63823b72fd86ecfdbccc8940e52589c23c5a9fac8944b949f97fa3d75db64ff,1,0.490000
Before the start | Taking points,0x9393dfde27f17a0ff4feb8e0b2ec374b823be80363257525262154d8b498c50b,1,-0.590000
All sports | Taking points,0x66219071fe790e56941b1b2870eb61f1442d2c76f287449ecb267890c58c6ffc,1,0.330000
Before the start | Laying points,0x22c199202a332210c108091c6ef4effe8db0f90cea082c659a41691d63cc1433,1,0.510000
All sports | Taking points,0xaeec156823f08b1917c7ca7a4ebd47ee6aa7aac8ca77945b65842a5b92548f5a,1,0.463110
All sports | Laying points,0xe317496aa808190358f9b53610f8a190fc65c335286abde279ba861a91ff9bdb,18,-9.377885
Before the start | Laying points,0x2d0dc4c1e7ce5824e55ee4e8123134e150fba9d84b5870a9d7f9fde1bdf1a3d2,1,-0.113371
All sports | Taking points,0xbe8dfd1456cca162c24ca250961f96acb6122eccf31ea58dde074715a4eda7b3,3,1.320000
Soccer | Taking points,0xdd5d566c3e92732b96cc88e6087adfd95787a2e4e54daafb3990062bed0e3794,31,10.640139
Soccer | Taking points,0xec2b8e8f57bf5b4a85f8a595941dae0b5e333fff5fe10bab4c458a87806fb093,6,2.515255
All sports | Taking points,0x7e48b79ef512ccf4e15e29231b38e165372c0473f22151015c303573fa2613d2,3,1.531237
Before the start | Laying points,0xf86b14af03d86588e7b66fcbe29000b279a4e7bfa74689a43366a7db7bf69d76,10,5.340000
Baseball | Taking points,0x06c42e779a7ba147d666f3674032065cd5271864d65fda10a221cff5de2b4ad5,1,0.139776
All sports | Laying points,0x194c6c559a68ae4b43f84f2667bc8fc1fd1521fa56d0599903c5cc06471fa49f,5,-2.884799
Before the start | Laying points,0xd552ac4d06d7a39f3857a8e218369c04dcdda06d29a3c02a8e4d8872ece8ed4e,2,1.130568
Baseball | Taking points,0xf048be9e07c9d7ac021937bedbeed586494c86f15a5cbe518f82672dd31a504b,2,0.580583
All sports | Taking points,0x8d0774e6b9f8ed42135c7603e6a90d859baa9bc31bbfb51b3ddbbd8736b2b4f8,3,0.772105
Hockey | Laying points,0x59b9168911d5678c5e02a8813df92beaca161152c7e757a46bb7a7623eb06e87,3,-1.194532
In-play | Laying points,0x959883a6adc8eb44d89cd8f610a8de618ab688a109df86fa9aa3bb490b3ab025,2,-1.170847
Baseball | Taking points,0x2d67b57f4f02e3c5682a63be8e58fd30211b387e16b0fb09ba4361057f8826c5,2,-1.180000
Before the start | Taking points,0x938678fcc7d4d0df0410df4e2dfa807314708c0b8804269a9f17a11ec0b2122a,12,6.080448
Before the start | Taking points,0x436da823c1f54f72b6a863b2200f75e2a11733c805008335d7be1e9913159c13,1,-0.579508
In-play | Taking points,0xfe2257b94a46f71e230a318650990761dd79ea3f91ca5e42ea5f365fc040f1f9,2,0.351820
Basketball | Taking points,0x973c0804c583d78fcf0e91e6026b8a557f1da70431d754eaa66b5a58d1ac1c0e,39,17.126077
All sports | Laying points,0x62dee78c2621684e9475a39d0f9181dfe24b5d13cc01c3201eb6a9287c8cc8dd,76,-39.703484
Basketball | Taking points,0xf974c4224699c132a2e25544747cd339d2ef0bf6ebbe6bd8dda82229b57a4bb5,21,-9.600033
All sports | Laying points,0x885240ee59adad2b433acec9f053d053737670f46ba8b0cae7fc78ba8d6171af,5,2.350000
In-play | Taking points,0x771017bf4abbf6c442dd7a800d71acebe4cecb3ad65fc22c536f8347b4ca0796,2,-0.839435
All sports | Laying points,0x204643b0afda4dd0a291052a8061622f2a30b37aa2114c30ddcb1ec18a17def6,1,-0.634066
b. 30-50c | Laying points,0x09ad3ebd93fc9fcd06a3cdf3ef87e455680df700819f9152091c871e3eeb3a0d,16,-7.682980
In-play | Taking points,0x05954b87d9200e55df63c3a7cf81ba970a3d3833ce6ce4491bc993d4979ef047,5,-2.298253
All sports | Laying points,0x295722baaa8870ad1b9465736cfa20ccc0e244a144b8dde9c8b91be4f6818724,2,0.970000
All sports | Laying points,0xa0bdcb6455f1478dbfd5955a333772035250d7db5c3627de2b62604424652860,2,-0.939898
Baseball | Laying points,0x03e9a612cca41aac4a49d6d33fd7f6a47985e279f778c135b557efe94356951d,1,-0.430000
All sports | Laying points,0x0b9ad87f270ac0f89d780e08622006142d17bd20c7f905811d5f8ef2459beecb,3,-1.420000
Before the start | Laying points,0xb78f502d7e3d71f29b58cbb519dd6e304fbac78db30398c455ef69fbdee2b491,1,-0.510000
Before the start | Laying points,0x92224cd78ceb1c3a2afd974506ac08b307285662c1cb7919197c4a4706ea2a15,16,6.683164
All sports | Laying points,0x34797d275439b296c297b3c20eb90e5f516f1ae93f5a22b95366eb922802661c,1,-0.528860
All sports | Taking points,0xd5bda53c9b45f003ec9adc89cf82ef96017dd25ffd0fc58c9796f7ed52afe4b8,2,1.000000
All sports | Taking points,0xf0ad121cb8fafca1bcf39a7a4f6672ae16a264ac77b6cf7b083173d48a2176d0,3,0.230002
Before the start | Laying points,0xd2ff6bd27665d23957ce81df351ff7ce0b85a2f68b52dcf7114848c9aa1c379e,1,0.692576
Before the start | Taking points,0x2c156a07f7ada2aa5d4b7d49a4a4f8884756bcc81dd67ae51d591739b830b975,2,-1.260000
All sports | Taking points,0xb12e87ada778861d6555b44cb6ae4e5e663c0b045561c9debc652dbc3e4d776c,2,1.020000
Before the start | Taking points,0xae1dd4332a391eb3472e457289ce4afd277dab30735f300b484cd27c6637dbf5,12,-7.890000
All sports | Laying points,0xb3eeacb60c1a83e1543eebed42f2ad72e066f37a39b5c7c8689b12a7bf6a041d,10,-3.741195
Before the start | Laying points,0xa5d541b5d5095dc6d32af7b79bcd32ba4aa41348a9c1d156db3e9602f1e5da38,1,-0.450000
In-play | Laying points,0x777a541c11b5bcad29527554face8fae16c9bd81d3db9ecfc15b8aa565f00b22,2,1.160213
Before the start | Laying points,0x60f84a4c09d6ac2f2a230dd3c53cf1bffb37e6b8055eec38ceb7033df2f1fb0f,1,0.655163
Before the start | Laying points,0x4a5c996d32d0905e5c13b18671de76b98409c606b1f8fafb327f80a91525d523,8,5.450000
Baseball | Laying points,0x27510872a11b4510616bbadd8b45653f55b9f7d964463299e83207db90f4cce9,1,-0.439896
In-play | Laying points,0x054e65848ccce1a749318a069717b01c8dd267c7da1d23b1856b7ebf36ac9a0b,1,-0.263221
All sports | Taking points,0x264a1cc92e3adf85e43e4cf9696297e95556e9b60b3782fc07f5877a6270a003,4,0.830000
Baseball | Laying points,0xa791e5b36f878e5a6edb4cfabbe70f2af40ae6c0a720f552bfb412ee9ec093f7,2,0.620000
Soccer | Laying points,0xf0164e968314bae58a0440248e2abd20ee9e4704df2b24c98c50072006b26315,160,73.691530
Soccer | Taking points,0xdd1c7164c32bc047db2db00b46c0cfdb9a6b017858cd11fca7dbb3800c440078,10,2.040546
Baseball | Laying points,0x67cd1f3fb2ad26357d8e2278b106bf61609b20bbcb5a59070d903cd4643236e0,1,-0.479987
In-play | Taking points,0xe5ed51f8e51624c4f2ecaec6ae8916ff32015d5c4ffdd6570e7820c19cd6a4cd,1,0.510209
Before the start | Laying points,0xc9f69f78fdedbf40663237ab113b1b2efef4d7b1fe032232708ed297889fef79,3,-0.319754
In-play | Taking points,0xbea69df7c56aac3712e7d3285d930f45675d542b7dbbd07eef2733c35d3e58fe,1,0.347988
Basketball | Laying points,0x956c43654aee9b3dcafe05fe7788d4f3d5b9e505c638c329e633e18b8e485d90,8,-3.970000
In-play | Taking points,0x36a44994ebb54456d7194e7ac21486dcf7e7278d966b861e9b16c5fcb805aabc,1,0.470007
Soccer | Laying points,0xacc68564c909bd72553a23bcb4bf2782837c1f825f45257e68039a673453b458,3,1.345621
In-play | Taking points,0x11a80589dac9d4b1d5056bd77d60a213edb1f702a903c487d0a739bbd2241dd5,2,0.470000
All sports | Taking points,0x8fc6d0d3ab2963712cb2545ec04e978e0f470eeaf4167f588bd4e7237689a0ae,16,2.691610
Basketball | Laying points,0xc94add044df99ed39ee79b7172ef45560678429dac1c00a4f19f5f28260b0f44,4,1.765052
All sports | Laying points,0x73a6ba07634e8a0eb2f89425ac1674fdbb1e7836a20d8acd904c4b7254c7c97a,1,-0.620000
Soccer | Taking points,0x52bb88d8ebb6fd5864d8d6c7fcc718bab8157f94da1abdf05f5a7f5381b0543e,14,0.530130
All sports | Taking points,0x4a0a6f28646ef5891492c1b884be0b2b2c6822474b939bb71b2f88aff0a89dba,3,1.610246
In-play | Taking points,0xe200861171436a463d402aa7edc688d24edd7646c506d0d71dd63d94b2fa81ee,1,0.296625
Before the start | Taking points,0x0bc3ed61794fffa362af7c41d8c9185e2a1e436efb72cfebda678477cabd9a55,44,22.887799
All sports | Taking points,0xbb665ae03c57a49d53cfc16a4cf27fea03508f5ccb5a0acdcb080a3a48e75de7,1,-0.440000
In-play | Taking points,0xe1af78d4ed968ed019da2164a2b441ad272aaa017ce221fee95effe7cc518146,1,0.030000
All sports | Laying points,0xc2a7f1d1762c97910245547ffdea57977014e4f00bcc8a56c38b336c37579693,5,1.920000
Baseball | Laying points,0xc4ada5fb63f8d6ac0970690f7c6898f1a7bc9b5192b70c01d945f20e3feed0e0,2,1.085032
In-play | Taking points,0x939eaefe1222671a3287d0e43876bcb65c8d2d98c711a9086159b583f0a807e8,1,-0.400000
Baseball | Laying points,0xa22d6b39da95537340385b0f0aea89e47d741e4b05c5bf999782f2b60af627a5,2,-1.050000
Basketball | Taking points,0x1fc4bdc289c697b88ac15940a819b71815f6f3adad8cb5d956c95ab126e1e6ef,1,-0.530000
All sports | Laying points,0xcbdb0cdaf3b8a2da164b3cbfcc4a5745384be36f2c0176346e63e55d643b3bbd,1,0.470000
Basketball | Taking points,0x66c33e5debfa51d8ba76b3f516dea0ceba450087fef79730ff22ba2032219edc,1,-0.450000
All sports | Taking points,0xd34bbebad042dbd0c020962c5558a62799292ec2f521b8506f277921d863b35a,1,0.520000
All sports | Laying points,0x4a0a6f28646ef5891492c1b884be0b2b2c6822474b939bb71b2f88aff0a89dba,15,-8.008172
Before the start | Laying points,0xf51ff0aa824ba2e19ab8d64c73d82a2c65d08324c1d680429c12aa3ab11addca,3,1.504980
In-play | Taking points,0x156c2e109e104272e7f556d54e35df2353e99e0f7271a88fb966a665e94c91a4,1,0.200432
Basketball | Laying points,0x8d24945c1418b326e1803c22628848f7303bf6335244742ed3360ab929bdc495,34,17.214378
All sports | Laying points,0x6bd15647607de2c9240d12f0fcd0ff6cf37037a4123221b6ccae61267fbe6675,3,1.949944
All sports | Taking points,0x7b06f977c3a7b6326caca86c50954c07d183d0f7884e15587d6b2b16badf7647,31,7.730697
Before the start | Taking points,0xf0f6af54d51b91a842ea7ee4fd6723542e2b126090ee5ebc7dfe85a638fecdeb,1,-0.530000
Before the start | Laying points,0x74b6fb2298c2f2b280195bd739165f55309ea9a07e30834d4d519b2b53aeeb35,12,5.668205
All sports | Laying points,0x4e03413b9353356dff542d71f96fb8d48dc43c85792fb8e67cc23fd5095201bb,2,0.799117
a. under 30c | Laying points,0x0647fb9c25eec2285c37faf59b1666f3e41e17cb0a887fca202cec0d15645dda,4,-1.150000
Before the start | Laying points,0x027ec9e85f32434c804ebd06a3f50f7b1ac96dcdf6297d6bb3b69090f40d811b,2,1.000000
Basketball | Taking points,0x70b7517da6af95cbe2bf93698c5f955d3ce46364252ace95464fe8f1fb5b1ad0,3,-1.427693
Before the start | Laying points,0xf42b838932e5bd91806c2a88d6494ef007f728bede538ea3587d9b182b77e0cb,31,16.310000
All sports | Taking points,0x55b96c488389701759c33856ffa7b169f269d3ef47f50aa9291ca91429efd6b6,1,0.510000
b. 30-50c | Laying points,0x0ab392cde6615aaaed2aa2014ed02e3e8a2a2f64bf0e48d1f11178aa0cdff68d,12,6.290000
Baseball | Taking points,0x7a4f663a95bcd6924adadf67a01b3bc439186f5fcff119ff8f557bcc34e3d3e5,2,-1.240000
All sports | Taking points,0x075a9c8ca23630609d934513d9b95ca039004214267a366d501e3134b0bd5daf,4,0.290000
Basketball | Taking points,0x6c1ec19a7be3a0da2aeafc2864de5d04136bc3357634f278952767238244385d,12,-6.513854
All sports | Taking points,0xbe770c2ae38cf7273d09609ff74bcda939e8c9889fea2b8c469ce6e09f562c56,1,0.160000
All sports | Taking points,0xb3eeacb60c1a83e1543eebed42f2ad72e066f37a39b5c7c8689b12a7bf6a041d,6,2.230696
Before the start | Taking points,0xf1b7bb2e630073b546d288081ed4e4b8d207625fbe2dc24fa385105acdd5127b,1,0.140000
Before the start | Laying points,0xecbdfdabd5d3390678acbac65cc2c41e7a16de144722cc1091af822ab93a81c5,2,-1.019776
All sports | Taking points,0x6d19512b3ecbb5c616bcf12219760bde123662d21c1b0b2caf1d5ee1f241c6e5,8,1.785850
Before the start | Laying points,0x43dc9ba9bb93ffb43c0ab680d405cc5c07e208fd2104f2f39b3cbdaaad6cbbc7,14,-7.310000
Before the start | Laying points,0x6fa204e66efb221107ac0cf9556c0cf9e1c63ed0f85b9e6e5a7ee65197d881a0,19,8.893705
Basketball | Taking points,0x4b3e4be02ec36739a43e48d948b675fa5d3205dbc523abff0bd4ddccdd41cc0e,5,2.630000
Before the start | Taking points,0xa1a18ccc049176146f7e6c2f281ec2a1b7c57b1753df35cb5cc875308393fb8b,1,0.320000
Before the start | Taking points,0x34b71a313a91684fdd052f72e98c1149321b8fd97a9602d9cf16ef4abc625727,18,-6.170000
All sports | Taking points,0x1a6fc317f4a58746a8a19d7965d2ac646b950c4584a87b0614025d1a39763952,2,-1.084056
Before the start | Laying points,0x37997ef87c75ca6519dff445b18ca578ec0efcd0a0c870bf82ec85a7d2a19c67,1,0.470000
In-play | Taking points,0x34744b573a84fde1db875383295c3d5e43a99b97be88445ab341ffd09399a99a,3,0.819925
Before the start | Taking points,0x227a9e44c4a49b119c97352df5138b97ef1c191209c393bf3417f086555c924d,14,7.321775
Before the start | Taking points,0xaa4a16b8fb89f589863a13894b0313039e610b8383228562eb68477fc48305ba,1,-0.533066
Before the start | Taking points,0xfc59ad8a6dab3ad72be99dd3dda005448f805dcdf9cd1586ed8b7c3167fa7ee4,3,-2.060000
All sports | Laying points,0x218c5a8e6f94fb2dd0f840e1a400d6a8936c2502083050e461f0b3699675eee7,35,16.730775
Soccer | Taking points,0x7c4aaa8150633f93b1a8fe566975f302ec9852b76d99af200c95091d48726cc4,1,0.040000
In-play | Laying points,0x611444b486e45275ed18ab1c6206f6bc9f15fde753d9f4ae2b964c27dd54c7ef,1,0.510000
Soccer | Laying points,0xf72bf239481739b9ed54f7ef0545e58bee7556affdcbeca005438e710255b45a,1,-0.455714
Baseball | Taking points,0x56b4268200b3a4d206b4afb2302e96e3ced2d9c309469dcae97198c470d1a1a9,1,-0.689943
All sports | Taking points,0xa2181add690ca771edb9fe4cc571b8b1488f4461e081e581b9559c7ce37d58be,2,0.940000
In-play | Taking points,0x42e4a1202f6e13038b5a6da1024b97e08cacd869b0b059d2a3403f79e645fb77,1,0.280000
All sports | Laying points,0x836f9d88c3fd09fc33ba0ded58b4de76433b0e2bbbe6be236830552b00de4e3d,1,-0.520000
Before the start | Taking points,0xbcdd9b595a4cea44a9efbf4095941535be68aa96c4e3b1e2094a3694ff254a58,5,2.670000
All sports | Taking points,0xd99c60888ea71d9cd9ad5e69f2eae30a2c7439b228827211d880f79c05c376c3,8,1.198083
Before the start | Laying points,0xb11ddee091a02469c5dc29255ba355129532c860749acdecb83fa2e5f8097142,1,-0.560000
d. 70c+ | Taking points,0x0f35955ec7374256134ac8ab3c200e7044fa461452f0eec8c6c3a1b29f6542ac,1,0.110040
Baseball | Taking points,0x8d82a790cb3232d72f4a7fa631ca3ed5d2b2cd0e6a3a473c6f1780192d9f117f,1,0.460000
In-play | Taking points,0xa5d541b5d5095dc6d32af7b79bcd32ba4aa41348a9c1d156db3e9602f1e5da38,1,0.460000
In-play | Laying points,0x079221e2d63b3a7524fba0afd0b66f512f7ee67b5bf77e09494a828a7c206407,9,0.555499
In-play | Taking points,0xe84944a116281c2eeac4ccb0fdeb937405a85299236a1ad5a907a8c4a853ea50,3,0.784594
Before the start | Taking points,0xbedc64feb06e4f520303217c29a7388dbbf0bea87e2bad47c52a46c894af332a,2,0.770000
Before the start | Taking points,0xa717b7fa0bceca51d4e78025eed68e3eabf05a35a4dc4c816c39f1d13a1cc1c0,2,0.900000
All sports | Laying points,0xd2fefab5edd51136073c1fcebd458edf77632ac87137197884b6613ac99e65e7,3,1.078239
All sports | Taking points,0xa06e871063914fc15f4a96bedd0a323427ca7e0a32df9a0a1f1c06e3cd05784e,3,0.420000
All sports | Laying points,0x08f9304924ef78cbd9440242ef0293df1e43a95f03b2c7c1aa93a37c944d3b53,1,-0.457358
Before the start | Taking points,0x356342fc04537f299db2fe1f34df666c1f464aa2cd0ee62e503deeea7aef8fd5,5,-2.687136
Soccer | Taking points,0x9e9e0fabab7bc77de57c4ddef75170f59f1b18e0a5136f69c00666bce4bddff0,1,0.270000
In-play | Taking points,0x13fecacb200dd86453edb37a3e1ffc4cc56f1f066155147a6079ba5ae77bc70d,1,0.051688
All sports | Taking points,0x6ada2bad2aeeb90e5e2e4c958460db1818eb5a2d9c3a4607f7e0e70d7670a951,1,-0.410000
Basketball | Laying points,0xa190add619b444d129ebf50f02d5b53a8b858487c00bcaca384110a025cfba86,8,4.248114
All sports | Taking points,0xa228fb1caf8e15688c9aabef1de8778a4cd5d998179da3c6b937a0fcce176d84,6,-4.074738
All sports | Taking points,0x958cd134cb5605072f2debf8247cc6392ada817d41d215473296daef58ceea4e,1,0.040000
All sports | Taking points,0x42601cf36682003efde851674e0de9ba1b45f186cc75348a64c53e00f3c43866,46,-22.720000
Soccer | Laying points,0x9693863931ffc2305fd908e7f25af18caa44f460b83e2b1f14c4d688d9b5325b,5,3.321702
All sports | Laying points,0x275688b0eee9274fbe2b5d3a7237df383989f7e93e014267350f8ec1e73526e3,1,0.540000
Basketball | Taking points,0x594bd84db23f246a51e08c72e9e4dee471dc7fb34b6aaa1dd395d8a1cf077888,43,21.918476
In-play | Taking points,0xe821c4eeb243d0c8533e63b605e49f906f096944cb79fee04d87120e56ccf0d0,7,1.856664
In-play | Laying points,0x7d074d7bb7df52343a1892377d7e1e9e7c221e9ac1151c7df37bfcd24b8f06d1,1,-0.400164
In-play | Laying points,0x2e6496b1a581ad19966382b46ad1fe6c7787c75703af4c16334f390a28ecc8f1,1,0.379911
All sports | Laying points,0xc7d8c6a2eb4bdbb55f418ad88ba9e3ce697a9c10d30fba0c52e8c15a049b8b89,2,-1.094778
All sports | Taking points,0x8e1ae84b627a8bfd5ba87022804086396e572002b88ef5cdad1043d6efe11400,4,1.664895
All sports | Laying points,0xde40af28f5a4e4df58e9cf1bd3adfb63b936d326983869719cdf63710e4c7506,2,-0.880000
In-play | Taking points,0xa6e469fbdb36319ed9d74b4203e87206cdec1149517f8a33c80b1744e63cc1f6,3,-1.484495
Baseball | Laying points,0x9070f8f2eaf4144363db17e5a73b4d206668d0f33f1dca0b22b40c4b9ef6879d,2,1.033155
In-play | Taking points,0xd3afa123f87bfb549ab9a14497a5d2a81ec356d662ca97e86da419093fcdbaf6,12,-6.409020
All sports | Laying points,0xbdfd58a37eb59938cd5d174d818f830dc8ccf3b0917aca9195352208f668e6ff,2,-0.810000
All sports | Taking points,0xc7f68fb2b08e6637ef38dc2051bf70a1a28acd077890f72262f0117976e3e094,1,-0.520000
All sports | Laying points,0x7becdaa46678bcacddacecf41d8438c03f4da6f3f03220d2ec9381025aeb6a09,1,-0.520000
Before the start | Laying points,0xa2a4f0a9800a1ae79fa3ad7eb03ae6887e7df24779508c2406323003ba1d2f88,12,6.084106
Basketball | Laying points,0xe84944a116281c2eeac4ccb0fdeb937405a85299236a1ad5a907a8c4a853ea50,3,-1.434618
Before the start | Taking points,0xdb66aa139dce116b74ea70c9cb9e244a0d2d812fb06c22a74ed93d509b977783,1,0.180000
In-play | Taking points,0xcee93a05035851dd468bf1a00dbcf4f0f3a2620ff638334dc352d6ed851fcede,5,-2.636633
Before the start | Laying points,0x3d26a9e6efd0e03f7e24c344f86d422e789e8183f1e44fd5f2548af58efffdb6,1,0.590000
All sports | Laying points,0x58c42e2957429d5a81b549187514524ff154e5d8abbf86e0af39202b7456becb,2,1.028059
All sports | Taking points,0x092d94629919550447a84e3e4440a5e26651308c3a9b4f5680a811758c25f730,2,0.410000
Before the start | Taking points,0xc1c7d2b5bca5e74e30c5f6359096dd6813899f35162f1f0217320d48ca53c2da,1,-0.650000
All sports | Taking points,0x301b63541d72bc733c4048bed22815b62acdcf6ef9247c3add2266baa08cdfab,1,0.507841
Basketball | Laying points,0xbe453164a87079e4a09e232f69428f34ed97e7c69abb14c1de2343b9c63530fc,5,2.160000
Baseball | Taking points,0x8b3ba74fe3ba005f2b070f5df58b588bbe8ca95b145954d56101b7a1614a36b7,5,-2.480000
All sports | Taking points,0x282d85152426de014a316da1d34fadc718c430b6a1a06b0e547b00cb3454b0ab,1,0.480000
Soccer | Laying points,0x364fcef9758200262261630040e56c08fc6f2085618a2e01f7cd1e8bc62f55b4,2,-0.920000
Before the start | Taking points,0x7547e70abf933572765426fafaea318052b9581d61eee61315acb5f8461c79cd,2,1.110550
All sports | Laying points,0xc82d6ac87a17b4fb7f094a826ac53b5a43b7f9288406289c1a13d8073c45ecc9,3,-1.310000
All sports | Laying points,0xa1422a05f86ab4acff3af85223bfcf0ca1e67ca41746c643f50500d0e6f991a2,16,-8.265125
Before the start | Taking points,0x8ca72e2d3483fee456addf296c0a1d459273209d008556d865a5e9d868ca025f,1,0.500000
Soccer | Laying points,0x2534c357a73dcd0d22a45087fa6423a04dc10738254787dfd6d385d6c1b2c856,1,-0.418285
All sports | Taking points,0x08066a5786c698c6de3541a9dd372b35798a6b330477ab52fbf3dcadae5578bf,12,1.219938
Baseball | Laying points,0x5e76e0fc788ed5fe4730220b26a9cb319d67064412954afd5bc6b723409a9899,1,0.110000
Before the start | Laying points,0xba2f00dd9f56c84a99fc0e1df77ba0e150f5064a0e064e09f619520314217231,10,-4.661686
In-play | Taking points,0x0b70029cd70052707ae7e1b81495a3b055dffc8b82a81815475b03822e2e0772,6,-3.285659
All sports | Taking points,0x99bd87de5f731c67c23bea7c3b457906726cfe97541df928595f705f79ad16ae,11,5.239956
All sports | Taking points,0x0b2061a15d012f582a599431be11df109288f1a38f2310c723d0977d31883d8f,1,0.268881
Basketball | Laying points,0xf42b838932e5bd91806c2a88d6494ef007f728bede538ea3587d9b182b77e0cb,47,23.413151
Basketball | Taking points,0xbda17312dda01520c51c7009550d530c343afbd3ac11f7f6cf3463cb2bd16d83,6,2.850326
Before the start | Taking points,0x52bb88d8ebb6fd5864d8d6c7fcc718bab8157f94da1abdf05f5a7f5381b0543e,14,0.530130
All sports | Taking points,0x9dc1f3f4bba536c088cbcd03d628c7cf4b6ec373a6221b3ae56f3f8d612724a0,7,2.381664
All sports | Taking points,0x2f8cedd00ad3c3b8c0f7edfeac3a02bcbe29b70c072f6ac2d9194824eb3246ad,1,0.130000
Basketball | Laying points,0xe15992616b41b4b781fc1a290f4a2c7657d68aecfdafd7168cab9e37c686c318,26,12.042175
c. 50-70c | Taking points,0x047c6e32113504106ca9ed7a5f78c7415b2f9282d220f31dec6161e1213d2763,1,0.470129
Football | Laying points,0xaa5d25fb5dd7df86d3235f4d9a05e4a85f8ce5b4da72a6f2cd8dc9c07813cba6,4,1.979207
All sports | Laying points,0x807a61b7d11e380b0d5dc18a85e32321174988cfc8b8fe5420bed654efc87adb,2,-0.510000
All sports | Taking points,0xa8d64ff826067a88d125173890b470ce99f1328da7b33bb038627ef67661fa10,12,2.875594
All sports | Laying points,0x8dfd3048d87048f25fd51e82d3012ca97bbf7a5662befe0d692f4f97181653fb,1,0.465289
In-play | Laying points,0x864d4155b62431499f469772de81ea9b7daa1c87b78047e4aa9cc2fbcd222640,18,6.275071
In-play | Taking points,0x71e4e32f85be965184636c0403952f598cca65cd67004f54950a89bd6381c077,3,0.220000
All sports | Taking points,0xac42bd88e31e5d450f95705095436d62c3b5349c483e7d9b452e317ea458f806,1,0.510000
In-play | Taking points,0xc89f7a55b6d105b5d36539c6ab9f49ef1197e174d914e9095b85ed84bf14c67e,1,0.489632
Baseball | Laying points,0x594ce01d143110907f321874fe733e301b6d2552742d9120a2eeb8727c54526a,1,0.410665
Baseball | Taking points,0x375840908176603d4e1ef2ea6cd2b6fd476bb558648dc1269ac4ea1f173cfe3e,4,1.770000
All sports | Taking points,0x2b22c65aa897797e71007d688f2beb473eac0c71d6a7d46a80696c588cb9d911,1,-0.520000
In-play | Taking points,0x2b22c65aa897797e71007d688f2beb473eac0c71d6a7d46a80696c588cb9d911,1,-0.520000
Soccer | Laying points,0x7cc5f0d1109484be5bb70a0177ad7deae7a66433450aa9b087cefde0fc29e97b,1,-0.772819
Soccer | Laying points,0x4c8ab331b45a96a9fe6fcad49d69754916538aedd90d9879c02f514c9b774527,1,0.350000
All sports | Taking points,0x1874be94756099de4f58c9898296cd9c800b986322cb292244f5f78efcf82abe,2,0.850000
Before the start | Laying points,0xcf440321fc771c2cc551f001a5a23b3474ffff6a359f0a21d6000013be71a6a6,1,-0.370000
All sports | Laying points,0xf6e70729fe0eadf11b7eff6b6161e075162a6cbf8a59de89cbb530181ee5b1f2,1,-0.370000
Before the start | Laying points,0xa28af11876d7af008fd261c78c6c21d794108c9f5f04da19c331d4e48536b993,1,0.430645
Before the start | Laying points,0x06a3038f01baabe24752136994d97cb63fb6fdf08291efe910aa1e11b1a2f307,1,-0.496209
All sports | Laying points,0x0865fe34a2478d1f02fe30865f5db4289d401bebf82182845b6ce66445381f72,2,-1.086438
Baseball | Laying points,0x53b64f32ec0525405d0acfeebe5c2f391edb734beacf3c10ee8518d80ed20446,1,-0.391547
All sports | Taking points,0x94e58c6de3ee2f56c6e69f3b84d87c64565e3e2698d2cfb485184a68df081248,9,-4.140000
Soccer | Laying points,0x7dc71ddc412ca10f56cda2247801f17d73dcf1b889545f4dcc74de103c2dd152,2,0.667316
Before the start | Laying points,0x5ab0a11e14efc6ea53020ca2193495156419aa5921e3eb8a9650169fdb92923b,2,1.088494
All sports | Taking points,0x7360705d5f021510b123d6cd8020a30bd1ecd3e5190139c9152c30cd7bb70e75,7,-3.475343
All sports | Taking points,0xb880a18bac13e3cc430f29f9b235aee06a8922b90abfe102ea4d7f655b50c90e,6,3.160000
Before the start | Taking points,0x0aceee7d704690e8d154c164d58b900605a1dfd9d11b3d3a6504cfc95336d699,2,1.020000
In-play | Laying points,0x8b5cf0168fdfcff2b28e97e3f66a645e4b8633de0ebeb6ee21972b5369296ab4,1,0.765845
