group,condition_id,n,sum_edge
mlb | Away,0xe93b7c7fad4f9de33e3f0a11de94fd6408e58096a324baded364ec49e0c23718,10,-4.918056
mlb | Away,0xe973b7d952f48306c058c57814c32d35010adf2499466bbff41320f4b55b86fd,18,8.129864
mlb | Away,0xe99d13ac2c26d02d34259969dfb159e668ff2294f9f520832ca0e1eb2b122bb5,2,0.420000
mlb | Away,0xe9ed2b9565f6bd52779c95bcb91aafc248a6fdb77e9c1d00d8cdeb4b55e4d7df,10,-5.041962
mlb | Away,0xea15cab9ea12ef28d076215969375a7be059f78c948a34bb5ea38d4ff2d2cb7c,3,1.096507
mlb | Away,0xea34acf6ac883efb54ae02b50d45f50f559d38d372bf35d8f568f04f9f84659a,12,-6.769966
mlb | Away,0xea40d14a5a09949432159e0c40b9f4ebaf86e2bfc5f542246516c75ef6da385d,17,5.958835
mlb | Away,0xea651920fa0cb7f311036a29e34366e81d1b9acfc7fcbd8cca59bf8900c71fdc,16,-7.484330
mlb | Away,0xea71eec17f0230d8da4d40f1a339b820acd7e124cea788e04302eb23c27796a9,18,-9.506823
mlb | Away,0xeacaae4f96e9ed5447f92ec087f434ee45fc2b3a36e88011856f325b9cdd6ebe,12,-5.968865
mlb | Away,0xeb23aea68a3b82e393bceec39f38e6f3415393c693d28a15dd27bc942bf48a70,1,-0.510000
mlb | Away,0xeb24a4ebd21a1351b50151b8213cea02ea0e822f5aee2c4d5d72c452235db1b0,5,-2.403963
mlb | Away,0xeb332c4077ea1847eaa8a6c1e24a46c9cae14f426d3e7ec08861c3694f15194d,32,16.099492
mlb | Away,0xeb59effaba8164e18fa022d3ab889c1868171f599794bbbce7c1b36ef845056e,6,-2.999329
mlb | Away,0xeb7380c859e4eb8025aa04d8988d7655cd95b4fe002c4fedbb2970334e6ab549,3,1.320000
mlb | Away,0xeb833fbba177dc3351f63b742e3ce75084e2d5e8bfd8b1539b0236f46142c99d,2,-0.620000
mlb | Away,0xebace404801852965a70d4f8f2769f023b8d394b40802b1a93fdcde87b479fe2,4,-1.800000
mlb | Away,0xebd7653a13838fa5838537370b9b09fe91169e02171b8c62f7ff4018ebee59c7,3,-1.460386
mlb | Away,0xebdf118de7a90e7128f74f4d8a7fd55db6b75d039a81b644dcf1f3a83fb9b2da,1,-0.230162
mlb | Away,0xec441b8529f338c97ef74c11de811a52ba9ef3d69a3522054bd6fb2931c3faba,1,-0.520000
mlb | Away,0xec479a66c25e0890f454fc0ded792370a1fe1dc7af645175c0a72ca4228a29b4,1,-0.420000
mlb | Away,0xec7286a43a98b9a62a8bfdf9a506af166d319003210e841d94e9afb6dbd26c32,1,0.570000
mlb | Away,0xeced37a42da367a843d417a5bb7e5c985c6304f5f0c4f2451d1a021ce4e6e30b,12,-5.122090
mlb | Away,0xed0671847a2b05cfe7159b24624a0c104f810052be765f3654232a6af6ca584f,27,12.842708
mlb | Away,0xed275b2bba23267e5410760b9cbf4e3a42565af0f5d64d6eb7862482efb21574,5,-2.820000
mlb | Away,0xed2f554bbc4131b3cac150a43a9dd7370c58cc0374c0d92f2e76271a5197aa9e,16,-9.346173
mlb | Away,0xed5203d21a26b12d1a13d1b9ce5b58423880e4da0bfcac2ba246c751ef83c413,1,-0.450000
mlb | Away,0xed53abba07d88f5187f3959bc1322b61c91bb77dac38f805e5c9b91f5a9207cd,2,-0.940000
mlb | Away,0xed5f93b8507acf526c856a92b410de6895c6576af260af2248e0b24184b13b60,17,5.912666
mlb | Away,0xed9367a961a88218119d955ffbfe2680438862fddb6f86b0fefed831b52b0387,9,4.481000
mlb | Away,0xedaf0b2a234f4a765b8e13b66ebb8804803a23e5c74ce1073c78997274c0b511,6,3.414167
mlb | Away,0xedc863b9f0b5f98e19acf7cf226f5e65d399c04fdb37056ea7db990733fd5cd3,3,1.100000
mlb | Away,0xedce601793e6f26fe2e14d0412ae8ab2ba144c62d11aa4e4051f5bb702c572d3,11,4.168486
mlb | Away,0xede0e94191c843c5d668a500a020adbe4c96fd21309fd9ee1b508fcc645de909,2,1.171984
mlb | Away,0xee10d82d435f8fbda6ba7178b7ce9cc0bcb527d67a49e1c4205a1f25452da1cf,7,-4.930000
mlb | Away,0xee174151b71c1de71018510e61757528eb0b2dad0e3a881304e1a65e18af2b40,2,0.610000
mlb | Away,0xee18e2be3e48b1561811f5be46773447f590de5e44ed8a540dd27d15a9f08dd7,2,-0.860000
mlb | Away,0xee25bf9be75f686669711f4d9141c553cece1fba8d80514e52ca953533e21283,12,-6.000093
mlb | Away,0xee5416e379078b7995a947423a6d6f494826f5769a24efd8cc83096fd0d6f46f,16,5.476947
mlb | Away,0xee5693e3da780cf111e558fac97c40d99c628078887a17e023c5971c316dff9d,10,4.497550
mlb | Away,0xee64fbf357d404c0ad0f44c6c4eaf976035dad7aee615e656aeeb80dc5d7dfd3,16,-7.717371
mlb | Away,0xee7ae055adc4025cc518ef72efab4a9c01c6b1a54febfcbd3ba5e3977cc62949,3,1.220000
mlb | Away,0xee8c38169f30a6f17ad1ad0176e61e37ad79c53443ea3398517e4ccdc68bd027,4,-1.363364
mlb | Away,0xef036142f9e08fe2fb8ecc528088ec5b9617bc5a29f30da2b4d7648a09502feb,7,3.977216
mlb | Away,0xef4c89ccc971304dd4fd623d87dff1dc1c932cb6ec7685660f6c63fb9d942309,10,4.570000
mlb | Away,0xef660b1928cf16a4886ca7b57db945c4bba8a1a75b42a63f84393806cf435230,1,-0.320000
mlb | Away,0xef6cddf0164b51b3f3676bc6e7970610cc51cc17b72309432d616938e7c7892b,1,0.460000
mlb | Away,0xef974cd92125428f4213459c0b9fdecef5a8a763ffc9399457ad113b1e02c614,5,2.090000
mlb | Away,0xefc6b78546054e094721770f1a75f7df123fa1ba40a1ec1a1a2f05fd3429f3e5,2,0.990000
mlb | Away,0xeff539a76b8106d0c6a4b57292ea77bb9d3772584bfc8db32db7de608a0913db,8,2.499780
mlb | Away,0xeffc9017a924f8d16977ee85fd63a531bda32605c4d5b4b625d8d444909d58a8,1,0.490000
mlb | Away,0xf01cb0496b167cdf775f4e1f94c709c97428359b72783aa89e42453a7f06fe71,3,-1.514917
mlb | Away,0xf02193822b4d841e57f8458445deac89907911e58b4470d4c1506b300602f13c,1,-0.430000
mlb | Away,0xf0386b0b69ffcfe214b7ad36c1340b4f7457ef5ecb036a1d55a91f7676aa41ff,6,-2.880000
mlb | Away,0xf0743dab081a4dc6d7d455fafeb3281e5605ba3802acc7122f2b319abf60ef7b,4,-1.520000
mlb | Away,0xf08cd93b8ccaa13bd6ee51558bf7c6525925bef3073478e480538f6359f12962,5,2.206349
mlb | Away,0xf0cd605ca48959de05b85eaf5498bfdd1b16e08cc55eb5d20e34a67e1820e89f,11,-5.210000
mlb | Away,0xf0d722ca9f4b7c47eb7555bc48e40f0bbc3974ca1399567b60f00e4822297bf4,11,4.962755
mlb | Away,0xf109a0e7478f4746ce0c8acaa1455893bc426b1c07028fa136562dac7f5203e4,6,2.520000
mlb | Away,0xf14f3b6232f9951d362d2212aced4a0d6b70e89f716ccb59e0bcb7d24c38da5d,16,-7.184521
mlb | Away,0xf15fd5d5168b80720c307ef56295c80375afea183d174a9ba10a66c2a5208ee1,7,-3.538024
mlb | Away,0xf18688eccdccfd8f324f4d1e766af47a92c17de28ff579a93c94202f48ab3431,6,-3.000000
mlb | Away,0xf1963b7540d4e8aef7cdd68ec7a45d3737886f533fe8594df7ba6ea4c38a8d03,2,-0.960000
mlb | Away,0xf1e3c9fdf8a807e3ecc5e206b2d77c2aeaa0d7daf20d9025427aa0122e2f3803,12,5.140360
mlb | Away,0xf22056beb2af63a070f24c2310e1c7993371f2cbaa26111cd0bb98052d371295,10,-2.540000
mlb | Away,0xf25d45b4b22f28cc53830979897c6c8ae4292126575c2a67162931f25bc8ccb0,28,13.129875
mlb | Away,0xf262c56784f6a893d1f609f89ff725c6ab1a66ced0b09fc2970e258d2dc98cc7,3,-1.592803
mlb | Away,0xf26a1a28df48e18859e12cc95f4cd562ef33ce1368e08a3bc0604aa12028ac04,6,-1.787685
mlb | Away,0xf26b46b3b66c819b5108e1078a1a5e81300c0aa5eb8dc7595d576ea123ebb767,5,-2.320000
mlb | Away,0xf2bf720c68d59fafb47886b1acdba85da232c6b52c4423cc12a6c02d3cf6c189,4,-2.070000
mlb | Away,0xf2cafdf9c307fbc34fd47c617ebfeb713d5a7750c85e33041f18bd9171ab5c81,3,1.161294
mlb | Away,0xf378e8538f83ec2ee634f0b9738ba6bcb09b2d143718a1f16aa4ebb216510471,2,-0.510000
mlb | Away,0xf3869157b5e6914f96126ea7c8d34e0f7623dd2557d2266d4616440feb93deed,8,-3.000000
mlb | Away,0xf38eb2d29d50d9f0f56ca1e830000869450b1df455aaa62acd5bf2576636baac,29,12.700000
mlb | Away,0xf39ff0cc2ab333b6cdf548b3e946369c36158ec136f3fec1e61fa1b14694b3d4,35,15.274087
mlb | Away,0xf3afb2dd052479f1cb2f7e73162c5a4bba8318acd104eb17ec3d6f9e342c6cce,1,0.500000
mlb | Away,0xf3b07246d6bc7dcd36981aebf123150560f7815079f5398068f29f9c64e37529,4,-2.313281
mlb | Away,0xf3b12d5fa4f48bcbcd7542a3e2e7a4490d1f77b314cd4aacd9f1ed3497f4b25e,2,0.930000
mlb | Away,0xf3b91e2d24888a8a09f186395695db962fe5e1c2c305d6920f9a8cbf8384e0d6,7,-3.930000
mlb | Away,0xf3b9a6f912f7fc842abea1a3a6bf12cc7f5264801872549e6918ce5cd258dd95,20,7.402962
mlb | Away,0xf3c68ec207148e9857c0db83b8791d76c25de9d007b33dfffccbf2b4b148cf65,2,0.390922
mlb | Away,0xf3ca9b1b7e8f1ce4b0423d30a5d4879a4d3beb3a45e114d7a9e5f2c43e401fc0,6,3.000311
mlb | Away,0xf3d6fea64cb060fd7b228679b0f0a4a90bea8a552ee2439e46ef3794cad47f4f,16,-7.932146
mlb | Away,0xf447965f2669b7aa3e5f5d320b2cdd8c19943f8bfb90abbde31202d88aa9c56d,3,-1.300000
mlb | Away,0xf452caebf91098fcaabe0095888561de1b617d1fdf667c69523f8ba61350e875,10,-3.170000
mlb | Away,0xf454970aea4aaeca5cae6f029adcb07f06134635cf317bb897bb618dfe875a0b,10,5.004286
mlb | Away,0xf469cb1768a348a4f4c66a11b7aa8e768facedc7f44a1bdaf4ddb13f76be27b4,9,-3.750000
mlb | Away,0xf4db3e90e5321d5d757e748fea9cb4c3434cec2a1870eb1a6226c9440ca0c349,8,-3.649404
mlb | Away,0xf50a85a6b63e7b336a6856f2b3fa916745ed53045a23720fe2bb77568c9e71e7,3,-1.680000
mlb | Away,0xf54bc4ec846b212f37ec89ce4f874b07ad7eaa7165fa6116da1def37ebe4d83e,3,-1.400000
mlb | Away,0xf5dd16cfe15618cbcb55c9c7793d517315129504b6a4049fa773cae5049c4930,7,-2.289352
mlb | Away,0xf5e9bb41c09a04d4aa2f9632d47429f549fe786ca1a84f9a273894cdf0a9bab9,15,-6.618828
mlb | Away,0xf6082aeca563bd5498579dc548d6099c68ff5e78ceb5f17acf051035a13e7f4b,4,2.096732
mlb | Away,0xf620b729b2cc61a708e7748f8a9e8ff3f963735581b2cd94d514883fe5b56bca,9,4.341791
mlb | Away,0xf63c428998dc6a26ef573309bf668fb535db516688f8fecbbaed9a058482f970,14,5.792857
mlb | Away,0xf68f23eb0a0c7434f4109694e0a01a8d381de98099b44575092741f47a830b50,4,-1.920000
mlb | Away,0xf69eee42bb962c703a72a6e448c1a73217e1d45556b5df6ac66551314f5e7999,19,-9.346191
mlb | Away,0xf69f20bd0d98517d62c583ebab6f1d739f8b238fc65b390ea2852871e2de6051,4,1.570000
mlb | Away,0xf6a5d5755cadea076f4728161a278862c164f147ecfaf316765f71a685cd9a7e,3,0.620000
mlb | Away,0xf6f03b8ce10a367f03e0afe928949fade94187aea5d3ed3fe4d60b6a5945f222,3,-1.520000
mlb | Away,0xf6f693f2d5b402d1d35d78cdebd7268bc219976effb45ce4c10a9b658189258a,5,-2.288697
mlb | Away,0xf70ae0a076541942f1e652933f5d2446aeb00835f7a5e1267841dc6e27a6e7c9,7,2.560000
mlb | Away,0xf7268ab8332a931dc58af6360fbed591bcd55bfe71df5bfbc5d0e4c6cc35f31a,12,-7.749252
mlb | Away,0xf760e0f745028ea4a47b16db8d4a426cd34bce2f70e736e0a4af1fd476f43f44,11,4.964965
mlb | Away,0xf792cf396c4c62ac101698a75885eaba32ed3c17866b250cdb8f8a73b2d87849,9,4.156792
mlb | Away,0xf7da86422359832bae8d4771b7adb0235073ddb7451f89a9ef796bc0da3b9867,5,-2.688597
mlb | Away,0xf7e2213a960b49fa6cf8ddef6a33dda48878a03d9ca816d15ae4fa90101d0e11,3,1.176733
mlb | Away,0xf7f16122687d3b5620153fb6bf8569bab9f945bdf1a843309a2483ea0a563883,16,7.468855
mlb | Away,0xf8a7d8862243316e88dbb6d6974afb67d3b96365e927a7d1141c23e49ca84c52,4,-1.528914
mlb | Away,0xf8aed03f04ada65ed26a78a6bdd2e8397b08d0733fbc81c56576e68a2ab05ad2,2,0.680000
mlb | Away,0xf8c1aa1f4c9fbdea7ece6130078c1fc7d856e929c1d9dda7f5fdee804b625289,1,-0.320745
mlb | Away,0xf93d93438037da0bbc2b17856c543289ed6d3bdcc9723fd6bf0f744c09120892,5,-2.527688
mlb | Away,0xf9eaf1a6678503d387de1fd58e5e972987743c2cb30e87f8311f567e67a82e26,12,4.770572
mlb | Away,0xfa0324044b241950682b3c34158ceb203ff2387855a65f1461dc3683f6994c21,4,-1.700000
mlb | Away,0xfa12fc9bf6ea50901d634c62954ced59c3763404e2accc792d6bd3efd6c8304c,7,-2.780000
mlb | Away,0xfa18d57972442569975adf09e35b8171718f423a0748e5f9af650ac3b65451ce,13,5.885083
mlb | Away,0xfa32fbf9f1e5cd8408450ab2e42e6e8140731836092f15dcc072ec8c11cb7b7a,12,-7.910000
mlb | Away,0xfa467ea4f485159cfbd1ec4a0ec22c10e2978338459c73d47c65c0f60cc693d7,4,1.980000
mlb | Away,0xfa7715db801d85d5f0909d56c4cf912b3412d5b4f043880f042293a3f29e3b3c,5,1.800000
mlb | Away,0xfa820b4d62ad99e6ca4af7221e5d39f13c772f4f48fe8b7359aa741de906078a,8,-3.959921
mlb | Away,0xfa9677517d7e515224d1b503e919fb4d97ff4cd397cc47c35e085cedd474f372,1,-0.510000
mlb | Away,0xfaaecbcaaf2d8b0cb77f602107091cfad3d13acb271df5571a541ac203006c92,1,-0.450000
mlb | Away,0xfab39a69a9d700847e847fb281427c235fc7e34e8107c393b0c40bde9aebfa41,5,1.985001
mlb | Away,0xfab7826489d4fb5b8fe950beeabc0680a1ad5044d2356dd59f9f8513721fbec1,22,-10.551843
mlb | Away,0xfada1a1ea8a231ee0e232b0fbb0b57b1230693f0981de1e72176fd5b4f4700b1,26,-16.727394
mlb | Away,0xfb27b3dc971041534da59343b7054550de143278deab3cf5bc079a9de29bc2e3,1,-0.400000
mlb | Away,0xfb4c3d9626cbaa88761fe02dae4cc63fe3c5df7bd1b6360442a7cd911c32fc16,26,-11.873780
mlb | Away,0xfb6e404ca17ec02b3a083ab60c8e9c0620942e9a74e0b2d414fd44dcc6864f2e,11,-5.543270
mlb | Away,0xfba0e7d3d075267776fdbe073c1317d5ddf671d7708129500da8b5cdb95a5607,8,3.503899
mlb | Away,0xfbacb27223cc493ca9d66d5a1e03380e3ec8d4b926c80f199b9be4da400eb214,14,5.154076
mlb | Away,0xfbce6b00ea8a97436f7f304a7b9a00c2e4b95d82e2100b130e1099a93b4a2255,3,-1.380000
mlb | Away,0xfbd49574ad8832c077eeb3abb42a681a1a38a68b7e807d5eacbc42dd19e2e6f5,1,-0.420000
mlb | Away,0xfbed47c98ad86f5ddb59c5b2c297559ce1c3601a31aa8820eeab91e34c154524,19,-9.647518
mlb | Away,0xfcaa816ff5b8a0c4915ba59a6496cd9e032ad1c2b6fad0ad904488fe1c66a5c9,2,0.860000
mlb | Away,0xfcbc80ba309080f92f3f159843ed16cb0e7f910fd6c835c7ea95969025d53184,1,-0.520000
mlb | Away,0xfcbdb6132b815d849ae157ba7d0bc234131c0dafd948a8a4c8ea171705f3cf30,22,10.453584
mlb | Away,0xfcf7c5b8a12b6a4f9c6f3f2cb18558dc5d4d747d3a0a40271cda0abf75f35c05,2,1.180000
mlb | Away,0xfcfd3fa3fbc197f71f441ff1864d84a60c9e0e8bbf8ba22d083967cdfa7f224d,1,-0.410000
mlb | Away,0xfd565e38c1412ce29ec36e32945ee581c06d0bbcbddf55eecfbd8a0fd622ca73,1,0.570000
mlb | Away,0xfd82280270dd4269ef69a84fe460058c8f690d14f373c860f42e2077437be07c,4,-1.939967
mlb | Away,0xfdbba7f905701ebf33b6c83d38d8d39a1c40c49ea0f36d86bf0571aed682f2c6,7,-2.702120
mlb | Away,0xfdc1a905c9c1c16ffb8703960eba629e603f5073d69cf63e6e728a49d4a1ba17,6,2.780337
mlb | Away,0xfdf36346a7d067299d3434b134f78be09b68f77447094e6cecb863f54583c60e,1,-0.510000
mlb | Away,0xfdfa08ed49550ca968bb14f7c3a62cc8fa9e818ed55ce726fbae0d89ddc54dc0,4,-1.760000
mlb | Away,0xfe0ebcbb0a3de954dcf08c7d1ef0c1333d94a89d7f0effa03591e1f7bb0a0ebc,3,1.250000
mlb | Away,0xfe14781b6f57fec01d6a559a70facae7c0a94e193867c793105390c963827e9f,6,3.457436
mlb | Away,0xfe371b00ba65ae47b7a64310d3010cdf83199dcfea3273e969d7c4d591639be6,8,-3.921632
mlb | Away,0xfe74847c8920e1f979ba00c7f8b4ad28b2b9a593edb34151d7980a5fd0eef990,1,0.400000
mlb | Away,0xfe967225e2dbf4992130fca9d8486a000602fa320016fe2d4532ae7e19c011b0,1,0.510000
mlb | Away,0xff14e839f47b1b292ee9424f5429d8fa299f6d411bc2479be53c27405095d9a7,3,1.230000
mlb | Away,0xff161c4cf2d848f95981b47fbab1d88e7318864312e45dfa5d438a0600a5801c,27,-13.394728
mlb | Away,0xff1c3bbcb43edc4e3d910c7c2eb3cd3f9bd03c94407d9f0f938448ecc8f36f89,5,-2.220000
mlb | Away,0xff216e2f0cb86485ebe1e69232d6dc560b58d8e5274cc06be95233320989b83e,2,-0.880000
mlb | Away,0xff3439940504ba1dd85637f0a50e50250bce8cb79d0c9ab3c095ef0741a016ed,1,-0.350000
mlb | Away,0xff3588b8b84288a628fd4a53e3ae5d58cf2776e1c98b1af197febe6f9334b471,3,-1.163308
mlb | Away,0xff60a13256954881a0b2d6fd6645fc7e738da2eb63c11240bc1906f60c8ae4a8,7,3.279719
mlb | Away,0xffa0e7dd2c65be6d416cc5ac5f8c711be98fb4304bcf1265a28918fe0ecc4a21,9,3.896039
mlb | Away,0xffa3f409264f9b5a0a0a7c5f42e79b2f8d5950f09d693026c83eb2ed567f0362,16,6.950242
mlb | Away,0xffba6c069bbf47b990a5209e9aa5daa84b02d2a8a797d49d94ca3fe76a5fee9b,4,1.710000
mlb | Away,0xffcc16466bec36ad1a0d27106b53eaf338b4013c40fa6fdf446819e14318141d,9,-3.633490
mlb | Away,0xffde05533303e816a3d47ad41a9badaeaf93e0621ac8e757f0b0b5af6f08bbab,5,2.960000
mlb | Away,0xfff827cec867df575adcbd27f03295418e42e5407a08e7770bfda66144be25de,3,-1.210375
mlb | Home,0x002e73c0245559a035deb8aeea455644f25ca029190d5e9e8ecb2fddbf941d0a,2,0.782461
mlb | Home,0x0030225d82497afb2b647f89397be1c9f24deb2acc700ed2da423dfdf7e18a13,3,-1.870000
mlb | Home,0x00a9b83dab39ea7a5b47be41356d18f885aeed9685c4149362f9ed0283ef541b,13,-7.554172
mlb | Home,0x00be5f60170d738599c542943a833939be1aa6f6b2f6fab41eef6384437790bd,11,-5.521419
mlb | Home,0x00c6c79ff3d1bd72e46d02725579673757f0b3593fc6c26cb6f10363a9a759e1,27,-14.712453
mlb | Home,0x00cb155d600f0f7641bfb677a564ba842fa76017075486b6ddc558e66a5d7d5b,18,-8.988879
mlb | Home,0x00ff29f050f889b9d1c77ab99b502b8b5b8e478476a5cdad8358b13326061a3c,11,3.627496
mlb | Home,0x0177a8766c74748712fce0b6ab167ed66d7702de050b0ea4ff3911703f8c291d,4,-2.080000
mlb | Home,0x0194372af6eaa9285f82632beecb279fec81beb78d7025a7444c4d914764ba72,2,0.730000
mlb | Home,0x01a85ca8e7cbbaeec3012b79fc16c785a7fb148da94316848b0c77b840670cc5,5,2.061344
mlb | Home,0x01b4e62cf2bc09f9465a970a7422501884d7141c64d516c1e9b41dcc30429235,21,-11.693736
mlb | Home,0x01ea8e99daa554cc9c04176d76c83a01070f821a05a405df358fbfa739f19847,11,-5.820000
mlb | Home,0x020ad8971490c675affaa4ec3ecfc714bd6a9a8d89692655cdfceb9aad360a14,12,-4.066262
mlb | Home,0x0235a1bf063ee72029bfca7e13c38e640d1b13f7961f36d85ed2f0859a55ee10,2,1.090000
mlb | Home,0x024894cf2eea678a8fcf231ce51d26777160230112d5fe93420573b741b2b603,1,-0.550000
mlb | Home,0x0255d4b6bb67a326965348838a136260839d10a8db717538de1fc8f05777a683,4,1.040000
mlb | Home,0x02a121eca49f2f521bc617439ce70fef0fdfc89d6fb1c129f4f7c8297edea423,5,2.690000
mlb | Home,0x02e6292d3236e2fb57cee80181bc59009577b2f383fc69373c4f36c5da6f9178,12,-5.820000
mlb | Home,0x03168180e7612bd036de42986086f7960595b93f6dfb0f77d49cd8cf5f66f22f,19,9.343738
mlb | Home,0x0367f135383093090cb98b181a9a64050110509479bf610f0a79633582cc2eca,9,2.249242
mlb | Home,0x036b0c654502bb269410e8353735575a9203fc24acb8a321b6945c9d7ef7f25f,3,-1.300000
mlb | Home,0x038571dd4fafbef3949f315542e25787283c3db67c87737bd50257524839bddf,1,0.400000
mlb | Home,0x03a6b6f266f57d342c50a6d64591b500ef6163b2fbf26a29eaf2484ed2805cca,13,-4.910000
mlb | Home,0x03b3b53c8a35a589e2cb1a55af4d913b20dd68b373838ff1ce5b23b294be3730,22,-11.470708
mlb | Home,0x03d25bc37f9bd4b0da3bffbee2a3ba5b9fe41a4999f59fb162d4f16582124187,4,1.910000
mlb | Home,0x03f10ef3366645b40874b14e7a4f01ebc09f79573cbeaeb3648031a695d0d4bf,6,-3.129842
mlb | Home,0x044350e4009e8ef258b56ce25e3b6dff145f426979489675b6b52373865d2776,17,-13.723875
mlb | Home,0x0480a1ef0399e29f7f5473342460865857d0eb12b99edebb0ffdfff4b1b369bb,5,2.691560
mlb | Home,0x04ba2011a9bd82d9773f34928d5d0e9bd0f36e0bab504689e11e467fcdf7ec23,4,-1.796479
mlb | Home,0x04c736342b639e05fc4eb5512a7b46fec794e79c93a6c06b89e866fe70d15003,10,3.840000
mlb | Home,0x04c98da98e911555ae84b84ee8391166710b856ebd757706fa86d22a8dbd5d8d,4,1.219113
mlb | Home,0x04d4cafdd019a8429f547024f0b9790c6895ea93f3d5c2fae14ca2fc101ba538,10,3.499791
mlb | Home,0x04fc1f671de7947b839200c7a817d3aea897bad12746ffc7050241a0c3c3a071,12,4.761332
mlb | Home,0x05186f9012abec3c383ab6ac8b6a35430ddc53762bafa277de997d76996b0d1b,10,-3.945586
mlb | Home,0x052eaecc7b268742ae1d2ddae58fc0d7be1ea9ba02f995fbd87a97ba6c3bbfd8,3,-1.760000
mlb | Home,0x05775444733d1783b666cd44e77a005dfbc856e6f05ac877b757dcff0b4acf63,5,-2.900000
mlb | Home,0x057c240ddab753cad780a9e8a528338310b90884c33042de7ff63d4405563602,1,-0.530000
mlb | Home,0x057ed43aaf1c19d0b6f01ae480df4892bb1fcb815454e1948ab645f3ee8aedc7,1,0.460000
mlb | Home,0x0596023a7957c4b7773807758d0d1ab238a8aea2b1f2e7726a154d6d5fc544b5,5,2.300000
mlb | Home,0x05b6f21d8c744f5b1131f3b544b9d1ab63cd046e0467906c16d658c944e0c226,1,-0.550000
mlb | Home,0x05ff1067b2364ce08405755318bf741631756ee48a174c47262005618529c0f6,1,-0.420000
mlb | Home,0x05ff336984d923471dd740beb1f71e6e53ae2aabc0cbe3f03febbdfb4b95a61d,20,-11.438104
mlb | Home,0x0656d25241a8b09abaa640fdfce92a942085a46bf0ef876b4e65990ed0ec9d49,11,-5.090593
mlb | Home,0x066762c1dc37f549c97123656635d0236d2a13fb9c22c41729a6a2ddfdaec414,4,-1.499751
mlb | Home,0x067d92dcaba17747606db322994170d8eea675906616cbf421e34bae2c3cf474,5,-2.750241
mlb | Home,0x068c37c9b4ce10d1906a62fcd4ea97d8d2045362b20f7ebf2d28db311a941dd3,9,-5.300000
mlb | Home,0x06bbc2f74830b5b9c9b0c992d18151c529032bf28153e6e3a8d4428bfd80816f,6,2.387811
mlb | Home,0x06c8f5d3afbfbc90b72a776a36fa05eae3cc2649853584d1e4340bcb676f4aac,2,0.988182
mlb | Home,0x06cac344fd790e408b712958080071c7b5e57c27b13b75542a35b5f33f421d1e,25,11.174933
mlb | Home,0x06fd237a43a30ea1a16952f01f7310cd6afbab44f498d8eed64364a380f51af6,5,1.912041
mlb | Home,0x0753f0c04a22192765ffc339a57929fa698bb4b61e8d4763d5d5fa04424945a1,2,-1.110000
mlb | Home,0x078193b8596070773bbdda02cc5e7d8b0fe3adb8019a2270ddfe0d3b93990e8a,3,0.891000
mlb | Home,0x07b977c6f50d81adf24b62672356249237b5758bac2ddb5f3812082afb3c703b,10,5.205662
mlb | Home,0x07d64e803045e2d8244048597e166c6a46cf01d2fa1413303cc3a1e49b95f032,7,-3.257342
mlb | Home,0x07fef4327c70321772dff8765fe762e214ec62d78c3d9e600e27fced06afa4ce,7,3.270000
mlb | Home,0x08333ec42112113ce820fcc1a5d54a90aae15c2d34989c477b75c1fcc17d8847,9,-4.124718
mlb | Home,0x0837564e321bef17c6d449d7f264f232d04d96849d4c26ed4eb6ada4a88414ca,67,24.266250
mlb | Home,0x0837b939fdfe8a75ee9795d59961ef46e8d5380c9f0bbd9f81252d543ec14777,21,-11.541956
mlb | Home,0x08a40aba4b5a9ab0524847c9b5c4ba280563602942498fba87aa2a2bd02076b7,24,8.322343
mlb | Home,0x08dbcab148cf8f1b25ed4da03eaa4107ffba59959f1c4673eef0e1db2a70445b,14,-7.016919
mlb | Home,0x08ede6fa84bfeaff87b0345a536421c7d0c3482b9cda3afefe58dd80aaf93d61,2,1.000000
mlb | Home,0x0903927ea9aaf9917afcce4ff796f643d3e9fb273078fade0769e91d127c4235,13,5.113137
mlb | Home,0x09396b2e3cec4ced5c176724d51bd577c15051a283db94cae83a747efd015f3f,2,1.300000
mlb | Home,0x09af9830986ce1a73c99647bcca34b9fd8b46a0ad3ac234ba0b06ee76f53bc1e,9,-4.450000
mlb | Home,0x09b5319e9123d5135190a021b1828a92bfd6ca7597aab9d2a404f2f932a7adbc,6,-2.620000
mlb | Home,0x09d5cca81320fb274a9eb527cd91c8cd104537181478cc2a4122669e27f2bac3,7,-4.070000
mlb | Home,0x09e6257e042135da89877e5989e13fcb9f353638a588648c27d66c4c64701645,8,-4.471717
mlb | Home,0x09fbaba76236671313e03c0dd341e24e8b16cb1fca7e04673a5c5d6fddc5c09e,6,2.330166
mlb | Home,0x09ffd4e5a2a0cec17d57eb96fa26ef7df5d4c5d04a299f70b2a8fa045750ed9d,1,0.440000
mlb | Home,0x0a250f055701d3cc0263c519cee1cc8b2f98d60d2d1515084bc66942478dbabc,7,2.510000
mlb | Home,0x0a3cecfc765ff163113f36fbe90f2809ff0b3d8a73f917d84071d2e7869f83b5,9,2.463450
mlb | Home,0x0a549d2fe4a227122995cc50800acf7ac0d51608867895113bed7b3146ef9516,3,1.517260
mlb | Home,0x0abefd82f115aa4ca4d52c1c6c07a9c548c7850f5ccebc907de1499e76eb1c1f,18,-9.437733
