group,condition_id,n,sum_edge
All leagues | Away,0x002e73c0245559a035deb8aeea455644f25ca029190d5e9e8ecb2fddbf941d0a,4,-1.570000
All leagues | Away,0x0030225d82497afb2b647f89397be1c9f24deb2acc700ed2da423dfdf7e18a13,3,1.860000
All leagues | Away,0x0041f2576b8fb86ca9fe57896dd671db1a5df2b314a23201840d4af278a183dd,5,1.541273
All leagues | Away,0x0044717447f885ed54508627145cbf1ac113566c79af55428175f6d0c776949c,32,-18.132532
All leagues | Away,0x006a87540dbfafe19a9d13d2622c4e01873150ff22f05a664574c469abc3dc60,140,31.326449
All leagues | Away,0x0080d713f1f5a0fb730e7a2cf7e64d583594a35ef95bdab366cb14fff3a3cd1f,3,0.540000
All leagues | Away,0x00a07f1e0995e5a832efb9db62294d6b1cc58ad2aedef7973d85391a9274fc2c,3,1.130000
All leagues | Away,0x00a9b83dab39ea7a5b47be41356d18f885aeed9685c4149362f9ed0283ef541b,15,6.251705
All leagues | Away,0x00bc8bd389db75d603f4361a8f855e45db57e71f08a86fed78c1d19bd7f84daf,18,7.207133
All leagues | Away,0x00be5f60170d738599c542943a833939be1aa6f6b2f6fab41eef6384437790bd,13,4.670600
All leagues | Away,0x00c6c79ff3d1bd72e46d02725579673757f0b3593fc6c26cb6f10363a9a759e1,15,5.815067
All leagues | Away,0x00cb155d600f0f7641bfb677a564ba842fa76017075486b6ddc558e66a5d7d5b,23,9.258944
All leagues | Away,0x00df3496bb591778fed988eddbfdbcf8f1f4c5bb8120e565a572d68c611896bc,7,2.244881
All leagues | Away,0x00e5c807d5b17f61e851b245ff2310188c3409ac8983b2d978990f4666e44d5a,19,-2.825230
All leagues | Away,0x00e74603990a4430b2a8bdb57f53a7da56d10a77c0a0f61fabe86bc27e2cd441,1,-0.379504
All leagues | Away,0x00fa5a7cc470d6a0ef10844eb28c48f84673d0db8a71fb63b2efb14fef664c32,1,-0.236465
All leagues | Away,0x00ff29f050f889b9d1c77ab99b502b8b5b8e478476a5cdad8358b13326061a3c,9,-5.909367
All leagues | Away,0x0168b10211f930115e37c1a5d4243fb9139cd9eba2478be462719d0076b31302,1,-0.160000
All leagues | Away,0x0177a8766c74748712fce0b6ab167ed66d7702de050b0ea4ff3911703f8c291d,6,2.979445
All leagues | Away,0x0194372af6eaa9285f82632beecb279fec81beb78d7025a7444c4d914764ba72,2,-0.835134
All leagues | Away,0x01a85ca8e7cbbaeec3012b79fc16c785a7fb148da94316848b0c77b840670cc5,7,-3.390000
All leagues | Away,0x01b4e62cf2bc09f9465a970a7422501884d7141c64d516c1e9b41dcc30429235,20,9.081067
All leagues | Away,0x01ea8e99daa554cc9c04176d76c83a01070f821a05a405df358fbfa739f19847,13,6.889926
All leagues | Away,0x01eff9fa8069fd6046d63a74af69af3ddbc8acfcfcdf5c4494fed19cadbd1d18,51,20.042969
All leagues | Away,0x020ad8971490c675affaa4ec3ecfc714bd6a9a8d89692655cdfceb9aad360a14,46,14.158894
All leagues | Away,0x0228b93fb01788db845e5868100a3ebd773aeb33f0f65e0926f9e15cc015ac96,2,1.060000
All leagues | Away,0x0235a1bf063ee72029bfca7e13c38e640d1b13f7961f36d85ed2f0859a55ee10,8,-4.488212
All leagues | Away,0x024894cf2eea678a8fcf231ce51d26777160230112d5fe93420573b741b2b603,2,0.640057
All leagues | Away,0x02da0bea44d71ecf669a1e516b96e11b27a770c9590a394d051f97101a196778,56,25.175063
All leagues | Away,0x02e035d18dbfe812a2bdbf51a126a08759e0ffe80444bc9ba800e3924cd71693,30,-11.010883
All leagues | Away,0x02e6292d3236e2fb57cee80181bc59009577b2f383fc69373c4f36c5da6f9178,16,6.432807
All leagues | Away,0x030e3bd256805c33f271e2683e4cdbf2dbad25f93a38172d876acd30fff309cd,43,18.853189
All leagues | Away,0x03168180e7612bd036de42986086f7960595b93f6dfb0f77d49cd8cf5f66f22f,30,-15.718567
All leagues | Away,0x03239e9fc9f476dd9ce0b4a584c058adaed752bbf0a98de179c84d74fa0fcf9c,2,0.690001
All leagues | Away,0x03541181a82b37b49a18d657a8a5c290f3e48c115a6afc91e6ad46a182571092,23,-9.059926
All leagues | Away,0x035d590313aa6738b3a69a8f89f6cfad83049d3a29504b724bf42e450a33ca1f,131,-78.480034
All leagues | Away,0x0367f135383093090cb98b181a9a64050110509479bf610f0a79633582cc2eca,3,-0.970000
All leagues | Away,0x036869ee9161c2a57bc099a551205592f7377ed73fb5314a3119c68fa4d5fe60,29,-15.064952
All leagues | Away,0x036b0c654502bb269410e8353735575a9203fc24acb8a321b6945c9d7ef7f25f,10,3.440000
All leagues | Away,0x038571dd4fafbef3949f315542e25787283c3db67c87737bd50257524839bddf,1,-0.400000
All leagues | Away,0x03a6b6f266f57d342c50a6d64591b500ef6163b2fbf26a29eaf2484ed2805cca,20,7.699637
All leagues | Away,0x03abde2b70bfc66c3420a6eac6241d959929416c8196dc28ecf191a41a4b9031,1,0.039277
All leagues | Away,0x03b3b53c8a35a589e2cb1a55af4d913b20dd68b373838ff1ce5b23b294be3730,22,9.983110
All leagues | Away,0x03d25bc37f9bd4b0da3bffbee2a3ba5b9fe41a4999f59fb162d4f16582124187,2,-0.980000
All leagues | Away,0x03f10ef3366645b40874b14e7a4f01ebc09f79573cbeaeb3648031a695d0d4bf,4,1.980000
All leagues | Away,0x03fda59b9a44363ea583a95bdb65226fb59cd221d367e7b5d8f49ba750aef214,21,-10.355230
All leagues | Away,0x040fff34d751f2bea16d2efa72399b1ee5a5c3e34ee705e7cb178dfbce59ec89,1,-0.440000
All leagues | Away,0x042be00df0e5f9d06a2869014d575394d4eaaf830e21dccf95efdabb92c0dabd,35,15.122533
All leagues | Away,0x043534ec16060a2ecb2606525e3f35dcab8d72002b139b97ab703d74c73687c2,25,-13.807670
All leagues | Away,0x0445ea2c776c894c7f12226689ce6ba241e7c5732c5d693035e4d5c7b6d4bd11,11,7.150440
All leagues | Away,0x0480a1ef0399e29f7f5473342460865857d0eb12b99edebb0ffdfff4b1b369bb,9,-5.240000
All leagues | Away,0x04a2b19c4581aee8fb3cd5814ec667001dd14b09c39c544624f1058c08e51478,51,18.473895
All leagues | Away,0x04ba2011a9bd82d9773f34928d5d0e9bd0f36e0bab504689e11e467fcdf7ec23,4,1.988853
All leagues | Away,0x04c736342b639e05fc4eb5512a7b46fec794e79c93a6c06b89e866fe70d15003,11,-4.600253
All leagues | Away,0x04d4cafdd019a8429f547024f0b9790c6895ea93f3d5c2fae14ca2fc101ba538,4,-1.582461
All leagues | Away,0x04fc1f671de7947b839200c7a817d3aea897bad12746ffc7050241a0c3c3a071,8,-3.410071
All leagues | Away,0x05186f9012abec3c383ab6ac8b6a35430ddc53762bafa277de997d76996b0d1b,32,10.073414
All leagues | Away,0x053930d0a8a8fa4d16f4657cc316b4e6e9b40809ac87c1911ac0e1858f5e4ab0,7,-2.660000
All leagues | Away,0x053f95738ace6c99e1571e0461feed7392fb646efa0d37ec775237e14152ecc6,103,-58.981019
All leagues | Away,0x05451e14574e746efd64a5f6dc8b388e00b504fc93481ecbcfa9b7e4cf51dc67,1,0.700000
All leagues | Away,0x055555e34395d6587cf038f349edaed830f14c0d6853aee428e42bdd29d3c990,20,11.173228
All leagues | Away,0x05775444733d1783b666cd44e77a005dfbc856e6f05ac877b757dcff0b4acf63,3,1.750000
All leagues | Away,0x0596023a7957c4b7773807758d0d1ab238a8aea2b1f2e7726a154d6d5fc544b5,5,-2.469516
All leagues | Away,0x05ff1067b2364ce08405755318bf741631756ee48a174c47262005618529c0f6,1,0.411523
All leagues | Away,0x05ff336984d923471dd740beb1f71e6e53ae2aabc0cbe3f03febbdfb4b95a61d,10,4.320609
All leagues | Away,0x061ba73e9efc41f013fbb9547b68c8dcb29d598e70a7fd87e91684bde2c4be9c,15,-2.570000
All leagues | Away,0x061e56e7ae378d99abf5b6b6850a7de496739961870688daef3e56cddbaad199,86,13.115383
All leagues | Away,0x063ceaf9b39bd655803cadc8688c180851ab4f7859ec08b5ab54803cc62d1107,1,0.664558
All leagues | Away,0x063d6b42d24a9a27f5d397de7ff12d6d8a672b6fcfd8a24e15c2af18ba77ceb6,1,0.413147
All leagues | Away,0x0644654d549940c87550e3a26acf783d1665da8854363b7a5391db2aeab1dfc5,1,0.310000
All leagues | Away,0x0656d25241a8b09abaa640fdfce92a942085a46bf0ef876b4e65990ed0ec9d49,24,6.842045
All leagues | Away,0x066762c1dc37f549c97123656635d0236d2a13fb9c22c41729a6a2ddfdaec414,16,5.991206
All leagues | Away,0x067d92dcaba17747606db322994170d8eea675906616cbf421e34bae2c3cf474,5,2.303852
All leagues | Away,0x0680709fa56835614eb79261b0e9baa28121b86412fe13a318eee3260cde1065,2,0.370820
All leagues | Away,0x068c37c9b4ce10d1906a62fcd4ea97d8d2045362b20f7ebf2d28db311a941dd3,12,6.446377
All leagues | Away,0x06bbc2f74830b5b9c9b0c992d18151c529032bf28153e6e3a8d4428bfd80816f,10,-5.740933
All leagues | Away,0x06bca20ea30cb354bc8e9a03d08e3fe0e6a431fe18b80288b357eb0104d719b3,1,-0.359671
All leagues | Away,0x06c8f5d3afbfbc90b72a776a36fa05eae3cc2649853584d1e4340bcb676f4aac,3,-1.780000
All leagues | Away,0x06cac344fd790e408b712958080071c7b5e57c27b13b75542a35b5f33f421d1e,22,-14.368102
All leagues | Away,0x06e0b66e6376cf3b8f5a15cd92de2b302d11d52c6df04e517f89b2263ee8da10,1,0.097515
All leagues | Away,0x06eea9e11ddd8e0ba74e7df74add1aeca939587eec19381c33bcb16c3d8b0e22,1,0.400000
All leagues | Away,0x06fd237a43a30ea1a16952f01f7310cd6afbab44f498d8eed64364a380f51af6,10,-5.780426
All leagues | Away,0x070254c57b7545b0df2dba4a38ef81655a5b41c1f8edf9d466218f58d9a1f600,19,5.154618
All leagues | Away,0x07170ed9d0f43f4c861adc969b29d6fb1928ac354f3cd54e24a7656cffa27afa,1,-0.360037
All leagues | Away,0x073f844171ab7985d5e797523c0879ca717ad6671fb56d95053afb866e600468,2,-1.154976
All leagues | Away,0x0748b9720c527bf36e2f5a9e72fc5308a7bad2d27c287fe92513e77c9f5cc2ac,2,1.069997
All leagues | Away,0x0753f0c04a22192765ffc339a57929fa698bb4b61e8d4763d5d5fa04424945a1,7,0.954065
All leagues | Away,0x07b86be2c70046df4023ee204cb867e7468b60a956d33a460fa1f80b56b45d4a,119,-53.780101
All leagues | Away,0x07b977c6f50d81adf24b62672356249237b5758bac2ddb5f3812082afb3c703b,9,-5.120000
All leagues | Away,0x07c0b603c19203e32954bdf23de719010e9f4f67791c2d438d9b98b994647f47,150,8.844278
All leagues | Away,0x07d64e803045e2d8244048597e166c6a46cf01d2fa1413303cc3a1e49b95f032,8,2.319906
All leagues | Away,0x07fef4327c70321772dff8765fe762e214ec62d78c3d9e600e27fced06afa4ce,6,-2.890000
All leagues | Away,0x08333ec42112113ce820fcc1a5d54a90aae15c2d34989c477b75c1fcc17d8847,17,6.418546
All leagues | Away,0x0837564e321bef17c6d449d7f264f232d04d96849d4c26ed4eb6ada4a88414ca,25,-10.454198
All leagues | Away,0x0837b939fdfe8a75ee9795d59961ef46e8d5380c9f0bbd9f81252d543ec14777,21,8.654970
All leagues | Away,0x08729c6fb825e149d823b63fd2c2783070918f925d0b70ad22a4851779fce0c9,1,0.218062
All leagues | Away,0x087528191e350433974637cf8e7b6f4266abf2d16bbc5110d2bc36e647704968,1,-0.420000
All leagues | Away,0x089089349eab28967cdb7b96462d5a55b9a57ad27de5422a25041f8b92b1594c,2,0.800000
All leagues | Away,0x08a40aba4b5a9ab0524847c9b5c4ba280563602942498fba87aa2a2bd02076b7,5,-1.683888
All leagues | Away,0x08dbcab148cf8f1b25ed4da03eaa4107ffba59959f1c4673eef0e1db2a70445b,13,5.370000
All leagues | Away,0x08eaeed047b06dc9d17067f6730d2fd8bc671eab37e9f955aa1ff65a142c92f6,31,-8.831581
All leagues | Away,0x0903927ea9aaf9917afcce4ff796f643d3e9fb273078fade0769e91d127c4235,4,-2.019891
All leagues | Away,0x0923f4cd56ffdd032deca9984f9779303b58c6ef9317c0c6490acccb477ba150,233,107.504386
All leagues | Away,0x09396b2e3cec4ced5c176724d51bd577c15051a283db94cae83a747efd015f3f,6,-3.780000
All leagues | Away,0x09539e64e828251558d451816d6f19bec517c552ccb48791f3e8bba7db570d42,42,10.080438
All leagues | Away,0x09a37bd3a967ec43583c839ce3dc515d873abaa7641599cac31cb6d9dda042bf,1,-0.270000
All leagues | Away,0x09af9830986ce1a73c99647bcca34b9fd8b46a0ad3ac234ba0b06ee76f53bc1e,11,4.617144
All leagues | Away,0x09b5319e9123d5135190a021b1828a92bfd6ca7597aab9d2a404f2f932a7adbc,23,7.733411
All leagues | Away,0x09c7f78475a519a34d58f1583d6a38e1d3d82e5a57ec091b66a39ab1805fe2bb,1,0.550000
All leagues | Away,0x09d5cca81320fb274a9eb527cd91c8cd104537181478cc2a4122669e27f2bac3,8,3.408468
All leagues | Away,0x09e6257e042135da89877e5989e13fcb9f353638a588648c27d66c4c64701645,11,4.090102
All leagues | Away,0x09f234d4b2601ba2cd02169c0ca1620bf8559093ab063e29b58416a7ff5e41b4,1,-0.530000
All leagues | Away,0x09f96c699b22714d4451c989cc034b14fde1e1c1a10f36129588f2b867f80938,1,0.124522
All leagues | Away,0x09fbaba76236671313e03c0dd341e24e8b16cb1fca7e04673a5c5d6fddc5c09e,6,-2.600954
All leagues | Away,0x09ffd4e5a2a0cec17d57eb96fa26ef7df5d4c5d04a299f70b2a8fa045750ed9d,1,-0.440000
All leagues | Away,0x0a250f055701d3cc0263c519cee1cc8b2f98d60d2d1515084bc66942478dbabc,2,-0.930000
All leagues | Away,0x0a2605b60a878c18b69788385398e2359deb546e862b50b11163e0135d3a1622,3,-0.890000
All leagues | Away,0x0a3cecfc765ff163113f36fbe90f2809ff0b3d8a73f917d84071d2e7869f83b5,2,-0.660000
All leagues | Away,0x0a549d2fe4a227122995cc50800acf7ac0d51608867895113bed7b3146ef9516,4,-1.840000
All leagues | Away,0x0a6ad751b54525e8b3db582c4bdeeea36dd9ea7c631948f490ed0a897beaba32,14,7.306459
All leagues | Away,0x0abefd82f115aa4ca4d52c1c6c07a9c548c7850f5ccebc907de1499e76eb1c1f,14,6.825891
All leagues | Away,0x0abf84c016b57e2df790a22c564ce29dde968519cf6834eb8e97e96a260177a0,2,1.000000
All leagues | Away,0x0ac38a4f74fcc52264144fe2353baf4cf5fe40701f06e0207427347a736b0f03,6,-2.750000
All leagues | Away,0x0ae2fb73b2f11286bee27b1a4919283f60919d83c5be09f8b2fc534e08bbb4bd,1,-0.023886
All leagues | Away,0x0ae392f5617269e134d0053026c35003c818a5196e04c520f67e0c5f175bf713,10,3.493839
All leagues | Away,0x0af34e438cdb2b99630e6b0cd11df31ffe54abef753f785a4f946a9d030cbe27,12,-5.748654
All leagues | Away,0x0b0df8c00cf5466ac178b5db4c1c1d2246646b2fdf41b3b4293fb70e7821b051,7,-3.217239
All leagues | Away,0x0b2af6d9ba7ba25fd0d089aa260234f281f2a9f6c0ee86cc94c0012d4fa20919,14,5.493799
All leagues | Away,0x0b423c22fb609aaec8c393309b29504c3ace86100436764ac4af55bf4230e042,1,0.244708
All leagues | Away,0x0b50fa3425ab8e15d1a7a2997cdd4a0a99f38f07b9385998bc0383a1a3ed69c7,13,-6.852598
All leagues | Away,0x0b59591ce677f0cc1b9ea4ac024f5ce4dd5186b15fc3c84a148ca8f441ab93f2,8,-3.800786
All leagues | Away,0x0b5ebfb0669c66c63f0723b2b04a4e1e2eb4038890fa0b93c7764726f6b0ed10,11,4.170000
All leagues | Away,0x0b770fe2a8948862e4ef484d90b01a04c325efba840e15d6f0d4a7cc1e634315,24,-13.540617
All leagues | Away,0x0b85b5a5d20c8f1aab651b53aa2ee9bb9fa1fbaa29d3d6f0446d4430a0e54959,67,-39.656214
All leagues | Away,0x0b9bd8da0da29d43662f69888dd14f39c204f74ef35b56ecf6fb7e076f924c8c,1,0.120000
All leagues | Away,0x0ba5db7ef8a22627d6ed3048a76948234aed90741548c22ed3eb97d5887becaa,31,16.989997
All leagues | Away,0x0ba8ddd51735dcff009c71a803e875f204c191f9b3b53d50bad6edf01b6152b4,26,13.618484
All leagues | Away,0x0baea67ccfb4c06d2dc66bd5faedb94258f509c2fd613a859c39484d0d44ff33,2,-0.740093
All leagues | Away,0x0bbc63372aaf0867db23fc361b4e37f7d3125c7acef6cc8e2d5ce40f65b7e523,18,9.050000
All leagues | Away,0x0bf4f6a315f5c71410890c72a16b320170cb3bd16ae4180076ca345cc964075f,1,0.090021
All leagues | Away,0x0c175227dde018af60e69f259899b14877d447126ae777731622d52b79a9bb1f,1,-0.607564
All leagues | Away,0x0c6f1096e6b8c1358909daa93336626977c25e96e08170ba5b17e6d40d619bcc,13,-5.648907
All leagues | Away,0x0c7085c1fbf900203352f78131f3cd605ad54a1639f773af1b521953ed0c428f,4,1.850346
All leagues | Away,0x0c7f195e61ce9cd18f12effd69b90ad7c16d4ca15632496be9fc404d43932ae8,3,1.786623
All leagues | Away,0x0c8fe9d18387c60f3f47b738f6bad5d967150fea770217391b4fd848dd9cccd0,1,0.090000
All leagues | Away,0x0ca29cfddcb089006c4f0126280825da9d63d976272c9bba37d9d100774b3a7e,13,5.893846
All leagues | Away,0x0cc2b33bce402f745a4e020611ec2046594af8dd4aff72c6b77feddc62681b3a,2,0.564000
All leagues | Away,0x0ce03975e13f66bc9f95a36f8ee40065ef5e9ecba000f1556b10fb34f036f5e3,3,-1.140000
All leagues | Away,0x0cf3e8bbb852c70ad0c988cfd163c70c6f6572ef1df73443e3643625da612a02,1,-0.310000
All leagues | Away,0x0cf8007912dc7b2d48f8b7a019e0dd72dc90af04cd509814e7cbe035eab46f29,1,-0.150000
All leagues | Away,0x0d018eebfc1d76a41ac20233959c2319cf5b76cb5f968e7e30b94049d3131baa,6,1.740000
All leagues | Away,0x0d02e8bd57537e606167b6f7e9ef37dd7e1a5ee1476c239de652404abcac0094,3,0.840000
All leagues | Away,0x0d16cf020636e45747b3cd7c1a3f4faff692c12686d441b7a6fed96abd9ea664,74,5.302848
All leagues | Away,0x0d19279732f49f104b90ccbc0b6a678d735a42572ab8c5340f0e75177e0d7086,64,-28.472129
All leagues | Away,0x0d1b5fa14fba265463bee955b4cbdacdbeb76c7487df23bde88460907995f844,1,-0.253676
All leagues | Away,0x0d1c98181a52c0cf9d66ddb582bd140e627d64fdaa5fc56c1e3b60f5737ea755,1,0.080000
All leagues | Away,0x0d2044c29a5dd18f2f7d5603c208454ee9c28c75e0ebdd9cadf770a0b82e8778,13,-4.731837
All leagues | Away,0x0d368b4c6209411e8a540b1cab4904791bf40e07c5d225bfd90bf4ebba5bd67d,68,31.539792
All leagues | Away,0x0d5b1a5fa9969af2a1eafb1011b4632b98e77aee9dd75249745696447a2ec591,8,2.145077
All leagues | Away,0x0d73d149ca4cab91bbd6d9a6c3b3c837333209567006c787f9f2d2ff3925b655,22,7.130000
All leagues | Away,0x0d8762d1041c935a9acf165eea57897df5aeeb7a600ab4aa8ebab39a99d8679d,7,-3.391397
All leagues | Away,0x0da724bc3d518800946ef18c4b39fee4bc65d8e54dafd7b83fce1cbe4a4daa9c,2,0.460000
All leagues | Away,0x0dad55133b330c274d471eb59e3f44fd677b0e1d3c1070fa173b7d2f0ce31636,9,-4.780000
All leagues | Away,0x0dae14c85a9503dca2efa0779e4ab8284cd05172f351c91bccbd64e7f6a15b13,2,0.943515
All leagues | Away,0x0dbd018277c5efdd8b5d40f3231e321843dbc63c8681179d2b64361117a4d0a0,13,4.827925
All leagues | Away,0x0dbd6a215044bb887bed8d01e5563bb579253bd8e59aed26e3b04ae185ee8839,3,1.570222
All leagues | Away,0x0dc72b75721e0b15ffb8bbe48db9761b7d877f157c226f8e1e75880f298c1619,8,3.804729
All leagues | Away,0x0dcd7061a61f708f2a85177539a7f84920cda7dba772b8e525f235d4d10f298f,2,-1.085086
All leagues | Away,0x0e1e3dac64b6ed79086cc9b16284c31b0550d21b3eb76147e9a00d3a5aa7e618,1,0.310000
All leagues | Away,0x0e4df84e0be9d2f3f3727bb7954c7e045b527b684eaf7f9bf6d3a7fcde2c4164,4,1.570000
All leagues | Away,0x0e5ee49e19ed625f133f26853122b1c3f2667c4f634aa628b59af182c7b86428,6,-3.644495
All leagues | Away,0x0e73596c8b479a1438b955ef883c6ca3bb5cfee51b4c8a243309295c03ff0fd2,19,9.655327
All leagues | Away,0x0e7ae35cf339b2bd8ec4a442799efa925cd048fb6cfe954a101eba242624fa62,4,-1.150000
All leagues | Away,0x0e7f2f3e85573103b5aad7c2d5ef73d0b22b4eb3e7eaa43dfda4b4623c159fe8,1,-0.436080
All leagues | Away,0x0e81097cf93109a031a5630b7a338eb8c43656e4a8485e0ebf57d24cbe23f3b3,3,-1.806822
All leagues | Away,0x0e85fca3e67afc24233770757d999b3f333b26b37a5791970a61e26f2488958b,6,2.780000
All leagues | Away,0x0e9368745e95038b4c88747ea62b49f8907b0c5de044405f36cdd0cb4e8a8317,8,3.670000
All leagues | Away,0x0ea647b1a79af2af0c5260b3b2a26b67cf6a38f884a5e5bdc170f3bf4bca5b10,29,8.785237
All leagues | Away,0x0eae4022d424e1cd43bf5a2be43187ac4125b1f579384cdcc053c6a243e24466,2,1.177366
All leagues | Away,0x0eba4ac9a8404147612e1d63f1576d40f5c84623094dc38795be91ec2a942706,1,-0.319340
All leagues | Away,0x0ebd0580de66c586524b1171c971cbc2459f09a7fd22e8885be2f206a1896aae,19,8.268417
All leagues | Away,0x0ec121d774f023f80b324ead4ea9e24dc52ec3e8a2134dcd0dfa48ec2d9528fa,7,3.090000
All leagues | Away,0x0ec8a5272a8282c9339156748d160864ff6f696b3d8ce8829109a7a51610afdb,12,-5.683590
All leagues | Away,0x0edd807e38b8a4a647be7f173dc5e35d66702fc4a351589dced60b9d5e05db7f,18,-5.309183
All leagues | Away,0x0ee1090e55123122eabc85e13f16941a99c99ed7db06c108b77d89ea8a1b4f5d,5,-2.000000
All leagues | Away,0x0eead812dd20ebafbf0eec0531c9d6844a111e776a440685853bc4ca91af7c2a,18,-10.600000
All leagues | Away,0x0ef46c62ab717c3e56528f5bd788f2f5d5225d4f3ad452ca95fa44e5a170bd1a,5,2.653527
All leagues | Away,0x0efc06a52ceffd95536ffb5383920adc18930c2a637471afa2dc52e3cf4ea7f3,2,-0.800000
All leagues | Away,0x0f4042a65e0c197f65ab9fb0c29431c2a8a2252a91bf33ea2a1d96e729e64896,12,3.873532
All leagues | Away,0x0f458226149c445b93f45744aaf46372a1a16ccb2e0005f8aa07333794b33d80,12,4.696220
All leagues | Away,0x0f589076dd946f3c73af64a6ee6b8b3f776505b23fefbe220dde7f92f007aad1,1,0.430000
All leagues | Away,0x0f691c3c2c3bf2168848fe33e4d40ba5a22377068797a116ba104363097dbdda,98,24.832888
All leagues | Away,0x0f7e0a130557f8c1528837cc5c70b8ada02b6e1cccc7d6ff20b190400bdc205e,1,-0.360000
All leagues | Away,0x0f840b137d3ddc2bed00751317e7acca4c9aa207c55b47fe61786e48327410de,75,23.964365
All leagues | Away,0x0fb23b9a75c931152a17dcc8f659fd401c6e911f47a0e4088d5394581be0b3bd,38,-9.759168
All leagues | Away,0x0fbf58a4c1277082f55591eeb501a70f9a1fbb1f0af789597a3cd9b1b33e93b7,2,0.620000
All leagues | Away,0x0fd2990abb7f1cd90586b73bef74c3ab6145b1231c34669c733650cea8c3df5a,12,1.531038
All leagues | Away,0x0fd2c3bdbf592dba56c6648d0b460e9f6de7adcdf013c14c9660ad9b89eadb7b,7,-3.345158
All leagues | Away,0x0fe307676dd1fc738cb3664ad63708bec05554bcee7c746fdccb270714a85958,6,-2.331998
All leagues | Away,0x101623bd84cbc5a122e83a0ec347a9524bfd8bf7e5693d804f0a7de45ee79128,10,5.402327
All leagues | Away,0x1021ca9648ea4587d354efa236c771cd13674592479d2a9ec8a29e34f1cdb0a8,2,-0.220000
All leagues | Away,0x1034399ea8dc709c9528e6a7325c2f71ae606c657040fd6104cc553ac4e00fe9,3,1.300039
All leagues | Away,0x106942da58579f343c099338065c0275894dfa16bc85450a53c2790697f3e7ee,1,-0.130000
All leagues | Away,0x10744f1d9c38dd62af8898c1ddae98b784428b825b372c8801b7aa28cce7dc60,8,2.390000
All leagues | Away,0x1076c112b1f1bf4b7740e3ac31a2e016c9b0a0bacb0f8f01d56cc635412c7eeb,9,-3.845420
All leagues | Away,0x10bd185c39538842e1677e1aba666115af7640a1a233477f85f0b603c46cb5b4,8,-3.432393
All leagues | Away,0x10be1745047799c6e1c253e658fc0b3261ba36a7b1278a51f570a2ad16f0fb3a,12,-5.487753
All leagues | Away,0x10d3ce265a1e1ab47359d7b27ddce67bd5ea2cd5fa35133f6a5d1a1fb3905003,4,1.983240
All leagues | Away,0x10e268eb49ba9c89268d4017df611ec036dbccd3a845991d457dd1e3206e21ef,9,-5.260000
All leagues | Away,0x10e693ca28ace267e80ae0ca076391a62fa857ef2ea043cb6026557e47be770b,5,-2.419254
All leagues | Away,0x1132ea2c6067952ba66148aed8cb47132f5453f69bdb784abd1019e877ed8706,165,-86.476836
All leagues | Away,0x1147da0bfe785460cd4fcb135bd3edfff40d70fdc84d18c31631e5723b32b523,6,2.855042
All leagues | Away,0x115e3cddede86ddc66a9c731a17bb93e3e9d9f2bac488b86979bf85ae77ea300,3,1.250000
All leagues | Away,0x11738304370418ef7c8a980984ae5c74db06024f98512b8dea1ae1c0742d2c53,1,0.200000
All leagues | Away,0x117a501c1d7c812f374fd0b6d72f68e66b399c75543a7ec6da5036f85a3a962b,2,0.802653
All leagues | Away,0x117afac59081943ddb0f9ad7c098adf141e912062156235cb2ce5ae0b9bc591b,19,7.659184
All leagues | Away,0x117bb7927fddce895e354fbfb3ea8db3290ea008bb9f6cf3694b4a8556d11239,10,4.137399
All leagues | Away,0x117dc4d8ed1ebb1881103c0ecc65a822c68e210b03e7e098553d101bdb5cbe9a,2,-1.230000
All leagues | Away,0x11849fc2c7478ece090220ded4fae35a1aabb6dd9db4f6d9dc00b8ed330e461a,1,0.390000
All leagues | Away,0x11892972368e8691e53c5f1506ab9f374f54fb662e0a2ce2f1849e2e44679072,9,-5.070000
All leagues | Away,0x11931a8fd32daf694af5a058b675ccff44acdd67f039ede866b343ac1cf49220,2,0.872710
All leagues | Away,0x11d0c2ade173f63c6b2c71a86196bf07027cd1b76339e7e0e3f2ab302564bfec,1,-0.300000
All leagues | Away,0x11f20228314ba3bf1a79dd22fbb7f2c30c76e43775cf181828ecc68e372aa468,1,0.040000
All leagues | Away,0x1224d4e2385e4a120b8062745a1d4bc5f71bc881c53065b52ea498edbdeb3970,10,3.130448
All leagues | Away,0x1227b156bbb9376d4ab95722fbb45ce2712d099f97139d2a0f81ee2dca4d6e6a,97,-66.613429
All leagues | Away,0x12361ffb72e8cf1ec03ab073f6191502f6f38c33be94be29a97c01f26a48f699,5,-2.174983
All leagues | Away,0x1257585a7b74573e9a6dd8c72cad1b035f0f26184db5e4f96242a9f73b349b1b,3,1.101568
All leagues | Away,0x1258bbd5bd3f3bbed85e57dc4c810fa3400f14b5c89cdb0048edf506578d07ad,1,0.490000
All leagues | Away,0x12658e2cc9644d77f8a621d8cc1233c698467bc62081ea12dc3423a4135fb143,14,6.474877
All leagues | Away,0x12a87cdddaf2f509bbfb760b8a879aa85b5cf3e300592f23a1959fdf56ddac66,1,0.549820
All leagues | Away,0x12b41c2a338c5837671ee12ac4e3ba04b138010e6849fddd74cd562af7288aed,2,0.320990
All leagues | Away,0x12c8e604b7dce4fd437eb9770c1ee7232e2800fe2521c4a92598cf427fa9093c,4,-1.750000
